,reference,prediction,rouge1,rouge2,rougeL,bs_f1_raw
296,迪玛的笔记本电脑坏了，因为她的猫把咖啡洒在笔记本电脑上。 迪玛很担心，因为她明天必须为trados提供翻译。一个小时后迪玛会来纳达家，借纳达的笔记本电脑。,"Dima的笔记本电脑坏了,她明天必须提供翻译。她一小时后会到Nada取她的笔记本电脑。",58.59,45.36,56.57,79.34
297,之后，凯利四处闲逛，认识了一些学校的人。她也见过他。他们基本没说过话，他和别人在一起。,Kelly和Betty去了酒吧 认识了一些学校的人 他们没说,49.12,36.36,45.61,69.5
298,安妮邀请阿黛尔一起过复活节。阿黛尔会带一些巧克力蛋来。,Adele去了复活节 Anne会邀请Louise和Adele一起带巧克力蛋,57.78,32.56,40.0,72.03
299,梅洛迪用了5年的笔记本电脑坏了。明天她就知道是什么故障了。她不会修的，因为她的电脑太旧了。所以她会买一个新的。,佩吉还没修好电脑 美乐蒂建议她买新电脑,23.53,6.06,17.65,65.24
300,杰瑞40分钟后到家。,杰瑞40分钟后回家 珍妮特的老板会是个婊子,51.85,40.0,51.85,77.43
301,他们打算做一些关于假期选择的调查，然后再讨论。他们很可能会选择旅行社提供的廉价服务。,马克、安娜、乔治和朱莉亚要自办巡回演出 他们将从一个旅游经营者那里 选择一个更便宜的选择,22.78,7.79,20.25,62.08
302,德尔指责斯坦利有外遇，因为他借口工作，这个周末不能和她一起过。他们才在一起4个月，这不是个好兆头。现在比尔和斯坦利要负责lidem项目。任务分工由斯坦利负责，因为联系不上艾莉森。,"斯坦利因为工作不能和她一起过周末,她很生气,没有听他的话。她指控斯坦利有外遇。斯坦利正在完成对那件可疑的的分析,但应该今晚完成。",42.96,27.07,31.11,71.04
303,金伯莉可能把她昨天从妈妈那里拿的伞忘在咖啡馆了。劳拉给了她咖啡馆的电话号码，让她和店员确认。,金伯利昨天带着伞离开了咖啡馆 金伯利几年前从她妈妈那里拿到了伞,46.58,22.54,30.14,72.3
304,凯瑟琳申请了潘多拉的一个会计职位。杰克在那里工作了5年。这份工作职业发展规划清晰、福利也好。杰克升职加薪两次了。凯瑟琳将在星期一面试。,"Jake上星期在潘多拉申请会计职位。在这5年中,他两次获得晋升,每提升一次,加薪相当可观。公司部分资助语言和会计课程。还有年度奖金,取决于你的成就和私人医疗。Jake昨天接到人力资源部的电话,请他在星期一接受面试。",34.21,17.33,25.0,67.73
305,安娜明天早上8点和菲奥娜一起去看医生。,安娜和菲奥娜明天早上8点会去看医生,91.43,78.79,68.57,89.45
306,丹想洗手的时候，脸盆下面的水管爆了。安德莉亚会写信给房东说这件事。,丹洗了手 洗手盆下面的管子爆炸了 安德里亚会写信给店主,61.82,37.74,61.82,79.57
307,克莱尔和琳达都在做咖喱当晚餐。,金和琳达正在给克莱尔做饭,61.54,33.33,38.46,78.85
308,马特要在寄宿家庭的父母那里再住一个月。他们好像跟卡洛斯聊得比较多。他们的电费更高，因为马特大部分时间都待在家里。,马特的父母对他不好 他们带卡洛斯去地铁,34.29,17.65,28.57,67.06
309,安非常感谢凯蒂周一晚上招待她的儿子蒂姆，第二天早上还开车送他去火车站。凯特明天会给蒂姆发信息，询问自己应该在哪里等他。,"Ann和Katie20年前在圣法尔哥度过了一个周末。Ann从学校就认识Ben。Katie记得Ann的好朋友叫Ann Cairns、Erik的妻子和Ann的妻子。Ann会给Katie的儿子发短信,她明天去接他。",25.64,6.96,13.68,63.81
310,艾哈迈德想让莎隆搬去和他一起住，但是她害怕自己父母的反应，对此艾哈迈德很生气。,Sharon的母亲很生气 她被禁足了 她19岁 和父母住在一起 她想让Ahmed搬进来住,42.42,15.62,12.12,66.27
311,罗伯对汤姆看的梗感到很失望。汤姆建议他应该找个女朋友，而不是抱怨这些梗。,Rob不知道他是不是越来越笨了 也不知道变老是什么感觉,14.04,3.64,10.53,52.34
312,迈克会按格雷斯的要求重新装满洗手液。,洗手间洗手液是空的 Mike会再装满的,43.75,20.0,18.75,67.27
313,谢丽尔和她妈妈起了争执。她忘了关窗户，两人一生气就打了起来。她妈妈限她年底搬出去。,Cheryl和她妈妈吵了一架 她离开家的时候忘了关窗户,41.38,25.0,37.93,72.75
314,大卫17:30抵达塞维利亚机场，维克多会来接他。,Victor会从机场接大卫 大卫在17点半降落在塞维利亚 Jerez太贵了,50.0,23.81,31.82,73.71
315,安想花200美元买乔希的笔记本电脑。乔希不想讨价还价。安将以250美元的价格买下乔希的电脑和配件。,Josh会用200美元买笔记本电脑 安会捡起来的,36.67,24.14,36.67,70.43
316,这次迈克想让别人洗碗。萨拉同意了，但是当她从电影院回来的时候，她和杰克在一起了。,莎拉会和麦克和杰克一起洗衣服,32.0,12.5,24.0,67.3
317,盖理是uber平台的司机，他真的很喜欢这份工作。,Gary想开车去Uber 他和很多人见面,18.75,0.0,18.75,58.28
318,克丽丝蒂需要一双新的运动鞋，莉亚有网上商店折扣券的链接。,Leah给Kristi送了20%的折价优惠券 Leah下次买东西会得到一些积蓄的钱,18.87,0.0,15.09,59.5
319,史蒂夫正按照苏的要求给她打电话。,史蒂夫收到这个后会打电话给苏,55.17,29.63,41.38,70.78
320,安德烈看到动物园发生熊袭击事件的新闻后很震惊。但是梅根对笼子里的动物做出这种反应并不感到惊讶。,熊攻击动物园,19.61,8.16,15.69,61.65
321,芭芭拉收到aes的确认邮件，但是米克没有收到，所以他会给他们打电话。,米克还没收到AES的确认书,45.0,31.58,30.0,71.0
322,艾利森给艾伦发了今年的预算。还有老板去日本参加会议的额外费用。,艾伦的老板不得不从日本回来 参加大会 将“其他开支”一行的费用翻一番,44.07,17.54,44.07,70.53
323,利亚姆和内特15分钟后自会见面。,内特十分钟后会来利亚姆家,69.23,41.67,46.15,80.49
324,卡尔要参加今年的冠军赛。邓肯不会错过这个活动。卡尔会把他的家庭成员都登记成vip。,卡尔不会因为没有变速箱而让邓肯失望 邓肯和卡尔会参加锦标赛,37.5,19.35,21.88,68.11
325,丁尼害怕特里的狗，所以他应该把它赶走。,泰瑞会在丹尼的狗来之前 把她的狗带走,29.41,6.25,29.41,70.14
326,阿纳斯塔西娅把她在学校的新照片发给了达雷尔。,Anastasia和Darrell正在讨论他们的新学校照片。,38.89,17.65,27.78,67.48
327,金四月要和珍去首尔，珍是他们的导游。,"金四月要去首尔,她和简一起去",55.17,37.04,48.28,79.18
328,奥布里安娜朋友的父亲在刚果因疟疾病逝。,奥布里安纳的朋友的爸爸死于刚果的疟疾。,61.11,41.18,61.11,87.75
329,乔希很生气，因为他在星期二弄丢了新球鞋。乔希已经给健身房打过电话了，但他们什么都没找到。乔希会检查游泳池并给马克打电话。,"乔希失去了新的运动鞋,他去过很多地方,游泳池和健身, 但他把鞋留在健身房里了。马克会检查游泳池。",47.42,23.16,30.93,73.97
330,今天是情人节。贝拉打算订外卖披萨。艾瑞亚一辞职就会来华沙。今年贝拉可能会去韩国做常规检查。,今天是情人节。有很多商店在街上卖玫瑰。 今天是3度。咖啡店装饰着所有的心形气球。今年贝拉可能会去韩国接受定期检查。,41.3,33.33,41.3,76.18
331,今晚没人想跟索耶合作。,"Sawyer,Sutter和Wheeler今晚在玩游戏 球场预定在晚上八点",13.79,7.41,13.79,58.97
332,戴娜还需要一个小时来准备。,丹娜需要把她的补妆补一个小时,53.85,33.33,53.85,74.69
333,维奥拉马上就要举办婚礼了，还有些事情要安排。卡门星期五来，她愿意帮助维奥拉。,卡门周五晚上会去Alfred家,18.18,4.76,13.64,59.53
334,玛德琳与马丁和杰达有矛盾。亚历克斯和玛德琳明天去喝啤酒。玛德琳会向亚历克斯解释她和马丁和杰达之间的问题。,"马德林对马丁的要求和贾达处理他的问题的方式并不满意。马德琳和亚历克斯今天有争执,明天他们要喝啤酒。",46.32,21.51,29.47,77.74
335,妈妈想让贝蒂时不时给爷爷打个电话。,妈妈想让贝蒂偶尔给爷爷打个电话,83.87,75.86,83.87,93.96
336,威廉正在做意大利面条当晚餐。这是一道意大利菜，里面有意大利面、大蒜、葡萄酒和蛤蜊。,威廉姆会煮意大利面 全部的伏龙戈来吃饭。,22.22,15.38,22.22,71.63
337,玛丽亚建议在国际货币基金组织的演讲结束后见面，讨论下周一的报告。玛丽亚、亚历山大、玛莎和萨拉明天17点15分见面。劳伦斯会晚点到。,"Maria、Sarah和Lawrence将于明天17: 15会面,",20.29,5.97,17.39,63.85
338,莫莉和安娜要去克拉科夫听缪斯音乐会。,Molly有去Cracow的Muse音乐会的免费票 Anna不想和她一起去,26.32,11.11,21.05,62.18
339,塔比下周有两场考试。劳拉除了一门考试，其他都通过了。塔比可能会来参加周六黛西的聚会，但这取决于她的学习进度。,"塔比下周要参加两次考试,她除了一次外都通过了 她周六要来参加黛西的派对",56.1,35.0,48.78,79.67
340,贝基和特伦特在照顾乔尔的猫可可。可可喜欢他们两个，而且到目前为止，它表现得相当不错。,可可现在坐在贝基的腿上 贝基花了两天赢得她的胜利,29.51,6.78,16.39,63.53
341,苏茜5分钟后会到凯拉的公寓。公寓房间号是187。,Sosie五分钟后会到Kyra的公寓,51.61,41.38,51.61,74.83
342,罗尼用了三个不同的垃圾桶。他不用吸管也不用塑料袋。克林特和罗尼赞同环境保护要靠政府。,"罗尼和克林特正在讨论城市的废物管理系统,罗尼的城市禁止在杂货店、餐馆的稻草和干回收品中装塑料袋。",30.95,14.63,16.67,68.67
343,亚当给蒂娜打了电话。但是她在工作，手机没电了。晚些时候或者明天上午9点后她会给亚当打电话。,蒂娜还在工作 她明天会给亚当打电话,52.63,36.36,49.12,76.36
344,娜塔莉怀了戴夫的孩子。简认为萨莉不应该告诉别人，因为娜塔莉是私下告诉他们的。亨利埃特和格雷格很惊讶，孩子的父亲居然是戴夫而不是迈克。,Natalie告诉Jane和GregNatalie怀孕的事,14.08,2.9,11.27,54.3
345,尼克会为史蒂夫准备午餐——除了鸡肉什么都可以。,尼克会买史蒂夫午餐,55.17,37.04,55.17,73.7
346,杰玛将邀请蒂米和他的约会对象，以及罗娜和米歇尔参加她的婚礼。,Gemma想邀请Timmy和她的约会对象 参加他们的婚礼招待会,60.0,37.5,52.0,77.13
347,米莉病了，所以她今天不来了。,米莉生病了 今天不来,76.19,52.63,76.19,83.4
348,丽莎还没回家，黛西想要她晚上11点前回来。,黛西还没回家 她晚上11点前会回来,84.85,64.52,72.73,86.48
349,公共汽车3分钟后出发，蒂娜会赶上的。,巴士3分钟后出发 蒂娜就快到了,53.33,50.0,53.33,78.35
350,苏菲接受了诺亚送的木瓜。诺亚把木瓜放在阳台上的篮子里，双胞胎随时都可以来拿。双胞胎在上大学。诺亚的儿子在军队里。他仍然单身，但据说不是同性恋。,苏菲对诺亚前几天说的五毛钱感兴趣 威廉去帮苏菲收集剩下的两毛钱 双胞胎明天下午从诺特斯到温德菲尔德的路上,22.81,7.14,19.3,61.44
351,哈利去了宜家，他要给萨拉买一些家具、冷冻蛋糕和一袋肉丸。哈利会用萨拉的宜家会员卡。,"Sarah会给他买白桌布 120厘米x140厘米, 两个中型衣柜组织者(带灰色花的),",15.15,0.0,9.09,59.69
352,辛迪很伤心，但不愿意说出原因。艾莉还没看那个疯传的搞笑视频。,Cindy给Ellie发了一段视频,11.11,5.88,11.11,56.6
353,詹妮特对娜迪亚昨天能来她家表示感谢。娜迪亚很享受这次聚会，现在还沉浸在跳舞的情绪中。他们下次要去迪斯科舞厅。,"Jannet和Nadia正在吃早餐,他们20分钟前醒来,也会吃点东西。Jannet和Nadia昨天玩得很开心。",19.51,5.0,7.32,60.5
354,杰夫和马克对他的车感到很惊奇。他们赌100美元看谁能先开到这辆车。,马克从杰夫那里买了辆新车 他会开到他的尸体上,44.0,16.67,24.0,67.74
355,安、苏和朱莉做得很好，今晚他们会举行一个小小的庆祝活动。,安斯祝贺苏和朱莉一起工作,37.84,17.14,32.43,64.72
356,凯西剪了头发。,凯西阿姨今天要理发 奥莉维亚的发型很漂亮,24.0,8.7,24.0,69.67
357,按照本森先生的要求，克劳迪娅、安迪和马克在下班后留了下来。本森先生目前在与佩尔的一个新客户讨论合同，他想远程组织他们的工作。,Benson先生在秘鲁 讨论与新客户的合同,33.33,14.29,25.0,66.92
358,简认为丹的妈妈需要多出去走走，所以丹建议星期五下班后邀请她一起喝茶、吃点鱼和薯条。,Jane的母亲给Den发短信说今天早上哭了 Dan下班后会带鱼和薯条回家,24.24,15.62,24.24,65.09
359,妈妈在学校门口。卢多的教室是112，班级是3班。雨果和查尔斯与他一样。学校很大，有一个大花园。会议就要开始了。,妈妈和雨果和查尔斯在112号房 路多要去开会,43.08,19.05,30.77,66.5
360,钱德勒让菲比开门，付钱给站在门外的快递员。,钱德勒想让菲比打开门 付钱给站在门外的送货员,85.0,68.42,85.0,91.13
361,麦克斯的姐姐在上海读书，而且她已经会说中文了。她不觉得整个经历很神奇，但她认为这是一个很好的投资。,Max的妹妹在中国学习,11.11,0.0,11.11,63.3
362,拉斯收到了大卫的报告，但还没看。,"Russ没有看过他昨天发来的报告,",37.04,16.0,22.22,66.71
363,本不会和凯瑟琳一起去看望史蒂夫叔叔。他会去看望凯瑟琳和孩子们。,班不想去 因为他对每个人都很生气,13.64,0.0,13.64,59.26
364,卡亚在找克莱， 克莱在教室里。,Kaya在教室里找Clay,52.63,35.29,42.11,69.77
365,艾丽丝和西恩明天会在路上洗车。,"Sean不能开车去洗车,因为它很脏 他和Alice明天就会有报告",32.43,11.43,21.62,65.16
366,茱莉亚会做好晚餐等伯特。伯特大约8点回家。,伯特八点回家 茱莉亚会准时赶到,54.55,38.71,30.3,75.92
367,史蒂夫很高兴他装了一台新的洗碗机。,为史蒂夫安装了洗碗机。,61.54,41.67,61.54,79.1
368,米歇尔还在调查，但哈维不能为了更新等一整天。大部分的东西米歇尔都看不到，因为这是黑客。电脑上还被制造了很多漏洞。,Harvey正在寻找更新他的电脑,19.35,6.67,19.35,59.85
369,乔依周四回来。,比尔和乔伊想念彼此 他们星期四会见面,17.39,0.0,17.39,68.79
370,茱莉亚上周去了考文特花园附近的kohaku咖啡馆，但现在这家店关门了，这让她和亨利大吃一惊。她联系了店主，但还没收到回复。亨利和他的表妹最后去了莉莉家，但那里的气氛不一样。,"Henry想在白草咖啡馆保留一张桌子,但他到处都找不到。咖啡馆的Facebook页面消失了。Julia和Henry去了旅游区的Lilly咖啡厅。",25.21,5.13,16.81,64.74
371,奥利维亚要整理账号，上传几个视频到youtube上。杰克抱怨索尼音乐试图盗用自己的音乐。,"Olivia对当天没有任何计划。 她应该做她的账户, 至少把所有进出发票按月分类。 她还有些视频要上传到YouTube。 Olivia在生产后没有做多少工作 。",20.22,6.9,11.24,61.04
372,艾米莉是琳达家的客人。她在清理橱柜时打碎了琳达的一个绿茶杯子。琳达不喜欢这些杯子，她把整套都送给了艾米莉。,Emily打破了琳达的绿茶杯 用她的裙子把它从桌子上刷下来,35.62,14.08,27.4,67.95
373,卡米拉和汤姆这个周末要去都柏林。,汤姆和卡米拉周末要去都柏林两天,86.67,64.29,66.67,89.73
374,斯特拉不想去探望桑德拉，因为她不想被桑德拉的病传染。桑德拉的医生给她开了特效药，所以她很快就会好起来。斯特拉想等桑德拉康复后带她去电影院看动作片。,"Stella想去看Sandra,但她不想感染Sandra携带的疾病。Sandra每天都在好转,但还剩下一些东西。Sandra现在有一些有效的药物,医生给她开的所有药都没用。Sandra会为Stella找一部动作片。",37.59,13.74,27.07,67.46
375,哈利和鲁比正在讨论离婚申请。两人都同意，凡事都有两面性。,Harley的妻子要带他去洗衣店,0.0,0.0,0.0,54.78
376,肯因为工作以及和布拉德不合而感到压力巨大。妈妈家也发生了太多事。肯周六晚上要去看演出。周日要去动物园看孙子们。,肯在工作上压力很大 和布拉德打架 星期天在动物园见到孙子,44.16,21.33,31.17,73.64
377,今天是德比日，泰特斯支持曼联，而朱利叶斯支持曼城。,今天是德比日 朱利叶斯和提图斯支持曼彻斯特联军,72.73,52.38,59.09,77.78
378,艾迪森已经很久没有和德克斯特说话了，他认为她不再爱自己了。,Dexter和Addison很久没说话了 他们互相怀念,38.1,25.0,33.33,65.81
379,杰森今天约了牙医，所以他没来。,杰森今天缺席 因为他有牙医预约,59.26,32.0,44.44,77.67
380,辛迪已经安排好今天下午2点在会议室开会。她还为下周的行程安排了航班和酒店。唐很感激。,她会带茶、咖啡和零食,12.5,0.0,8.33,55.92
381,塞缪尔点了根烟。,Samuel订购了蘑菇披萨 老板贿赂了老挝的警察,8.0,0.0,8.0,58.42
382,迈克考虑去埃及度假。这对西莉亚来说太热了，所以她建议去克罗地亚。马克喜欢这个主意，因为他从未去过那里。,Celia和Mike想去埃及度假,18.18,15.09,18.18,62.56
383,贾斯敏喜欢查理·普斯和他的新歌。宝拉觉得他很有魅力。她还喜欢艾德·希兰的《galway girl》这首歌。,Jasmine给Paola发了一首查理·普特的新歌的视频,29.63,15.38,25.93,67.21
384,贾兹周日2点半会来给莎伦染发。,"莎伦这周不能去沙龙,贾斯会出现在她的日历上",35.29,6.25,11.76,67.77
385,皮特大约20分钟后回家吃午饭。,皮特20分钟后会和安一起吃午饭,66.67,48.0,66.67,80.02
386,劳拉想要卡斯这周末帮忙打理她的脏辫。卡斯今晚会告诉她自己是否有空。,"Kas会检查他的日程安排 工作,告诉劳拉 如果他可以清理 劳拉的恐惧,她这个周末。",34.38,9.68,15.62,68.59
387,到目前为止，吉尔做了20或30次，每天3-4次，35或40小时，所以和艾丽一样。,吉尔工作了20到30个小时 她每天不能超过3到4小时,45.28,15.69,41.51,71.21
388,詹姆斯和米娅明天想去看艺术展。詹姆斯想让阿米莉亚和他们一起去，但米娅不确定阿米莉亚去不去。之后詹姆斯和米娅会去他家。,詹姆斯和艾米莉亚明天去哲学讲师的艺术展览,35.14,22.22,29.73,72.72
389,彩英和亚瑟通知玛丽安娜，史蒂芬研讨会下一次要用的阅读资料周一在印刷店拿不到。丽塔决定明天去看看，如果情况有变，她会让所有人都知道的。,"Stephen下一期研讨会的读数不在印刷厂,Arthur和Chae-yeong星期一没有去印刷厂,Mariana会通知他们明天上午是否有发言稿。",40.0,13.59,20.95,67.88
390,奥斯特花低价买了个车库。他打算把它租出去。他觉得这比把钱存在银行里要好。随着汽车越来越多，贝尔格莱德地车库价格也会上升。,奥斯特在贝尔格莱德市中心买了个车库 韦斯娜租出去是个好主意,43.37,29.63,28.92,69.54
391,哈尼亚已经走了三个小时了。她7点左右到那里。茱莉亚会给她叫外卖披萨。,Hania已经上路3小时了 她晚上7点左右会到Zawiercie Julia会从平台上接她,44.83,25.0,44.83,73.36
392,凯莉挡住了加文，加文不在乎，因为他觉得凯莉太烦人了。,Kaylee正在封锁Gavin。,6.9,0.0,6.9,56.56
393,玛丽卡今天会来。,Lara今天要来,50.0,20.0,50.0,74.45
394,梅兹和她的闺蜜们今晚要去喝一杯。李不喜欢她的某些朋友，比如雪儿。李把饮料洒在她身上了。,Mazi和其他女孩今晚要喝一杯 Lee会离开的,28.57,14.81,28.57,64.89
395,艾琳刚烤了些扎卡里觉得很好吃的东西。扎卡里正忙着打扫卫生，他想让艾琳给他带点来。,艾琳刚烤了个婴儿 扎卡里以后会给他带一块,39.29,29.63,39.29,70.36
396,约瑟本周有三次酒店工作的面试，两次他都很满意。,约瑟 在 两天 内 接受 三次 工作 面试 、 约瑟 在 旅馆 接受 工作 的 面试 、 约瑟 要 作 看守,37.74,23.53,33.96,70.93
397,苏想周末和格雷厄姆在罗姆福德地区来几次约会。路易丝小姐还想再待两天半，然后集中精力赶路。格雷厄姆有2/3/9/10/16/17/23。路易丝小姐回来后，苏会告诉格雷厄姆。,Sue会派Graham去隆福德地区的周末约会 露易丝想专注在高速公路上,29.17,12.77,20.83,63.13
398,布雷特的表弟一起玩游戏时认识了他的妻子。安德鲁最喜欢的游戏是《最终幻想》。布雷特和约翰没听说这个游戏。,布莱特的表弟在那认识他的妻子 他们一起玩了一段时间 安德鲁最喜欢的是火箭榴弹,58.54,37.5,46.34,75.04
399,瑞尔感觉工作气氛让人难以忍受。很多人转行去了it行业。瑞尔只要有不错的分析技能，再上一个在线课程，就可以到it行业工作。,Rael讨厌她的工作 她没时间吃午饭 她不想辞掉工作 她没有技术研究,19.75,5.06,12.35,59.58
400,苏珊去参加一个溜冰迪斯科舞会，她很喜欢，但吉尔觉得并不刺激。,"Susan和约会对象去一家摇摇晃的迪斯科舞厅 他从家里接她回来,把她打扮好",27.59,10.71,24.14,63.55
401,乔和他的伙伴们要一起观看《死侍2》，皮特也会加入他们。,Joe和Pete今晚会去看死浦2号,28.57,6.06,22.86,58.14
402,尤迪亚并不了解tiktok，所以多明戈给她解释了那是什么。,多米戈和欧欧迪亚正在讨论提克托克是什么,34.15,15.38,24.39,69.78
403,休向琼和茱莉亚分享了一张儿子的照片。,Hugh给Julia和Joan送去了他儿子的照片,45.16,27.59,45.16,70.07
404,娜塔莉、波琳、雅各布和安东尼正在考虑八月份一起去希腊度假。雅各布和娜塔莉要在8月10日前回来，因为要参加娜塔莉妹妹的婚礼。,娜塔莉、宝琳和安东尼八月要度假 娜塔莉的妹妹要结婚了,53.16,25.97,45.57,76.57
405,洛莉在科普利。她本该去保德信见玛丽亚，但她搞错了。现在堵车了，但洛莉相信自己几分钟后就会见到玛丽亚。,萝莉5分钟后在普鲁斯迪西亚见玛利亚,35.48,10.0,22.58,67.29
406,兰迪一直谎称自己很有钱，假装在环游世界，尽管他住在郊区的一居室小公寓里。,杰伊是个病态的骗子,4.76,0.0,4.76,57.8
407,泰莉、查克和艾莉在谈论他们要参加的一个新年聚会。,Ally和Chuck打算参加Luke的新年派对 还有Bernie的派对,29.27,10.26,29.27,62.43
408,凯伦通过了驾驶考试。,凯伦去世了 西蒙 蒂姆和帕蒂有新司机了,23.08,8.33,23.08,65.28
409,吉尔现在去过壳的咖啡豆太小了。她会试着从咖啡粉里去除银皮。,Gill需要新的剥皮 兔子建议她自己做,14.29,0.0,9.52,59.17
410,瑞安圣诞节要去曼彻斯特探亲，克里斯和安待在家里。,克里斯和尼克去曼彻斯特探亲过圣诞节 克里斯第一次在家陪安,73.47,51.06,48.98,80.59
411,布鲁斯告诉奥利弗这次活动非常成功。截至目前，他们已经拥有了大约200名支持者，众筹了6123美元。,奥利弗的竞选进展顺利 大约有200个支持者 他们已经达到5000美元了,50.0,27.27,32.35,72.66
412,利亚姆八点会去接凯恩。,利亚姆会在八点去接凯恩,95.24,63.16,85.71,92.26
413,凯特因为难民问题和克里斯吵了一架。他认为美国不该接收难民。但是凯特和玛丽不同意这个观点。他们正在重新考量彼此之间的友谊。,凯特和克里斯吵了一架 凯特生气是因为他一直和她说话 凯特生气是因为他一直和她说话,40.43,23.91,29.79,65.15
414,席琳和马克去滑冰，这是马克第一次去。,马克不会滑冰,36.36,20.0,36.36,69.37
415,萨拉为回家过逾越节花了500英镑。她要和全家去沙漠。莉娅去年去了内盖夫。逾越节是他们俩最喜欢的节日。莉娅会和妈妈谈票的事。萨拉的航班是28号。,"莎拉在28号回家取逾越节。Lia的家人希望她来,但机票很贵,工作很多。她昨天买了机票,付了500英镑。她会看看家人能否帮她。",32.14,14.55,21.43,70.08
416,杰克还没有收到吉恩星期五寄给他的包裹。吉恩把追踪快递的号码发给了他，这样他就能确认快递的状态了。,杰克没收到吉恩周五寄给他的包裹,46.67,34.48,46.67,78.59
417,米兰达不能去见斯蒂芬妮，因为她要工作。,"米兰达必须工作,因为年轻的医生每天工作20小时。",36.84,22.22,36.84,72.2
418,布莱克会在fabro-ficulle的站台等克拉拉和珍妮。,克拉拉 布莱克和珍妮要去一个叫法布罗飞碟的地方,51.28,32.43,30.77,69.58
419,是要披萨还是意大利面，雷蒙德拿不定主意。他邀请夏洛特15点过来吃晚餐。,"Raymond想吃披萨,意大利面和粉卷饼 夏洛特15分钟后会来找他",47.27,26.42,40.0,69.46
420,在扎克的建议下，德韦恩准备看新一季的《泽西海滩》。新一季的前几集都很搞笑。而且第二季即将开播。,"扎克,德韦恩和德韦恩 将看新泽西海岸季",41.38,21.43,37.93,64.51
421,威尔不得不在邮局排很长的队。克里斯认为这是大城市生活的一部分。威尔认为这是因为老年人不上网的缘故。,他站得比邮局还要长,14.55,3.77,14.55,59.99
422,艾拉和瑟琳娜上周末去了cork俱乐部，俱乐部没有人，他们不喜欢那里。,托比 瑟琳娜和艾拉上周末去了科克俱乐部,60.87,40.91,47.83,79.45
423,莫莉和玛格丽特一月份要去瑞典。凯和彼得建议他们留在斯德哥尔摩，参观瓦萨博物馆。,"瑞典今年一月,天黑冷,凯建议参观瓦萨博物馆",50.91,33.96,43.64,70.62
424,弗兰克周末要和艾薇儿一起去看赛马。,弗兰克没有周末的计划 他会和阿弗里尔一起去看赛马,61.54,43.24,61.54,82.77
425,亚当在抱怨去健身房的事。迈尔这周会带他和赞德去健身房。迈尔10点半会带赞德去找迈尔。,梅尔本周会带亚当和桑德去多斯波特,33.33,15.38,25.93,70.03
426,伊森昨天在健身房。这周他每天都去锻炼。他和达斯汀晚上8点要去雷家。,伊森从Dustin和Ray的会面回来 他每隔一天都会去健身房,42.31,20.0,26.92,71.29
427,戴安娜和弗兰一周后要去参加一个hip-hop音乐会。,Diana和Frann要去参加一个嘻哈讲习班 他们一周后会开会,52.38,35.0,38.1,74.93
428,帕姆可能是在买东西的时候把手机落下了，道特说有办法找回来。,帕姆手机丢了 她会给多特发个信息,28.57,10.0,28.57,64.55
429,有人在校园里遭到殴打和抢劫，不得不住院治疗。袭击者戴着面具。官方声明会和新闻报道一起发出。杜鲁门和罗德尼都认为尽管周围有摄像头，但校园安保不达标。,"一名学生在校园遭到殴打和抢劫,袭击者身上戴着面具。",40.0,29.55,37.78,73.88
430,黛博拉和内森想今天就开始收拾行李，因为他们明天没有时间。他们要给女孩们穿暖和的衣服，好让黛博拉的父母能带他们去森林。黛博拉和内森想单独呆一会。他们在离开前会吃点东西。内森6点左右回来。,"Nathan, Deborah和Lucy明天要收拾东西 黛博拉去学校接女孩,回家见",27.78,11.32,16.67,63.93
431,亚历山大觉得琳达老师的声音太乏味了。伊戈尔在课上睡着了。卡斯珀认为这是在浪费时间。他们打算在大学附近见面，然后一起去别的地方。,"亚历山大,卡斯帕和伊戈尔 明天要去马戏团",26.32,16.22,21.05,64.13
432,哈维尔最初很想在warsaw ink纹身，但价格太高了。他决定去哥伦比亚做纹身。,Javier正在找一个有英语员工的纹身店 Judie的丈夫在那里有纹身,18.52,7.69,18.52,58.49
433,山姆很喜欢杰西卡和迈克尔的酒店。他会在8月15日下午2点左右去那里。,"萨姆,杰西卡和迈克尔在一家不错的酒店 他们将于8月15日下午2点会面",70.97,53.33,64.52,80.6
434,玛莎和约翰策划了这次旅行。他们会和辛西娅、穆罕默德以及加文在海滩上度过一周。他们都将住在诺西贝岛上的旅馆里。,玛莎在诺西贝找到一家酒店 比大陆的酒店便宜,22.86,11.76,20.0,63.22
435,西普里安回复得太多了，惹恼了阿德丽娜。,"Adelina想知道Cyprien从哪里来,Cyprien来自Jarow、Loughborooogh和Loughborooogh。",6.06,0.0,6.06,55.18
436,乔安娜的衣服弄脏了，艾瑟尔推荐她去雅盖隆斯卡3号的干洗店。,"Joanna需要从她的衣服上除去糖果的污点。 Ethel建议在Jagiellonska 3 买一个便宜的,洗净她最喜欢的裙子上所有的污点。",22.86,5.88,20.0,63.07
437,安娜向查理提议今晚吃披萨。但是查理拒绝了，因为他还在为所发生的事生气。,安娜和查理今晚会有比萨饼,31.82,14.29,31.82,65.84
438,天气寒冷，导致许多病人去纳丁的诊所看病。,"外面很冷,克里斯快死了,奥维不想去任何地方 杰森在寒冷中整天在城里跑 纳丁会去她诊所看他",31.03,14.29,24.14,62.95
