model,test_index,ref_event_id,model_event_id,alignment_score,weak_match,ref_speech_act,model_speech_act,ref_speech_category,model_speech_category,ref_intended_meaning,model_intended_meaning,ref_actor,model_actor,ref_action,model_action,ref_object,model_object,ref_recipient,model_recipient,ref_evidence,model_evidence,intended_similarity,action_similarity,evidence_similarity,error_type
qwen27b,285,,3.0,,,,request,,,,Kristen reinforces the request for Casey to paint her nails.,,Casey,,paint nails,,nails,,Kristen,,pretty please!,,,,extra_model_event
qwen27b,319,1.0,1.0,0.7060746812386156,False,request,request,question_request,question_request,Sue asks Steve to call her because it is important.,Sue instructs Steve to call her immediately upon receiving the message.,Steve,Steve,call,call,,,Sue,Sue,Call me when you get this it's important,Call me when you get this.,0.4931303669008587,1.0,0.8222943722943723,
qwen27b,319,2.0,2.0,0.7397433612546782,False,commitment,commitment,commitment_plan,commitment_plan,Steve says he is calling Sue now.,Steve confirms he is executing the requested action.,Steve,Steve,call,call,,,Sue,Sue,"OK, I'm calling","OK, I'm calling",0.4576470588235294,1.0,1.0,
qwen27b,346,1.0,4.0,0.4125165173983263,True,information request,inquiry,question_request,question_request,Timmy asks Gemma who she wants to invite.,Timmy asks if Gemma believes she can convince Lona and Michelle to invite them.,Gemma,Gemma,invite,change minds,guests,Lona and Michelle,,,Who do u wanna invite?,And u think u can change their minds?,0.5587121212121212,0.07777777777777777,0.2305084745762712,
qwen27b,346,3.0,1.0,0.725933908045977,False,plan,suggestion,commitment_plan,suggestion_invitation,Gemma is thinking of inviting Lona and Michelle.,Gemma proposes inviting Lona and Michelle to the event.,Gemma,Timmy,invite,invite,Lona and Michelle,Lona and Michelle,Lona and Michelle,,I was thinking about Lona and Michelle,I was thinking about Lona and Michelle.,0.6202170188463736,1.0,0.9954545454545455,
qwen27b,346,4.0,3.0,0.9150568181818182,False,admission,admission,other,other,Gemma admits that she wants to attend Lona and Michelle's wedding receptions.,Gemma admits she wants to attend Lona and Michelle's wedding receptions.,Gemma,Gemma,attend,want to attend,their wedding receptions,wedding receptions,,,I want to come to their wedding receptions,Fine! I want to come to their wedding receptions!,0.9599941639918297,0.535,0.934841628959276,
qwen27b,346,2.0,,,,plan,,,,Gemma plans to invite Timmy and possibly his date.,,Gemma,,invite,,Timmy and his date,,Timmy and his date,,there's u and ur date,,,,,omitted_reference_event
qwen27b,346,,2.0,,,,challenge,,,,Timmy questions Gemma's assumption that Lona and Michelle would invite them to their weddings.,,Gemma,,admit,,desire to attend weddings,,,,Still thinking ur getting invites to their weddings?,,,,extra_model_event
qwen27b,346,,5.0,,,,uncertainty,,,,Gemma expresses uncertainty about her ability to secure invitations.,,Gemma,,determine,,ability to change minds,,,,Dunno.,,,,extra_model_event
qwen27b,355,2.0,1.0,0.7301206744985216,False,suggestion,proposal,suggestion_invitation,suggestion_invitation,Ann suggests having a small celebration tonight.,Ann suggests holding a celebration tonight.,"Ann, Sue and Julie","Ann, Sue, Julie",celebrate,have a celebration,their achievement,tonight,,,Let's have a little celebration tonight!,Let's have a little celebration tonight!,0.8076923076923077,0.20740740740740737,1.0,
qwen27b,355,3.0,3.0,0.7674999999999998,False,commitment,acceptance,commitment_plan,agreement_confirmation,Julie agrees to attend the celebration.,Julie agrees to attend the celebration.,"Ann, Sue and Julie",Julie,attend,attend,celebration tonight,celebration,,,I'm in me too!!!,me too!!!,1.0,1.0,0.6853333333333333,
qwen27b,355,1.0,,,,congratulation,,,,Ann congratulates Sue and Julie for doing well.,,Sue and Julie,,did great,,,,,,"Congratulations!! You did great, both of you!",,,,,omitted_reference_event
qwen27b,355,,2.0,,,,acceptance,,,,Sue agrees to attend the celebration.,,Sue,,attend,,celebration,,,,I'm in,,,,extra_model_event
qwen27b,367,1.0,1.0,0.8680165289256199,False,update,inform,inform_update,inform_update,Steve tells his mum that the dishwasher has arrived and been installed.,Steve informs his mother that the dishwasher has been delivered and installed.,Steve,Steve,report installation,report installation,dishwasher,dishwasher,Mum,Mum,the dishwasher has turned up yes they did a good job,the dishwasher has turned up yes they did a good job,0.7552852348993289,1.0,1.0,
qwen27b,367,2.0,3.0,0.4443260188087774,True,evaluation,confirm,other,agreement_confirmation,Steve says the dishwasher looks nice and is quiet.,Steve confirms the dishwasher is likely a 12-place setting model and states his usage frequency.,Steve,Steve,is pleased with,confirm capacity and usage,dishwasher,dishwasher,,Mum,its nice and quiet I am thanks mum,I think so no every other,0.4517808219178082,0.1024390243902439,0.187772397094431,
qwen27b,367,,2.0,,,,inquire,,,,Mum asks about the capacity of the new dishwasher.,,Mum,,ask specification,,12 place setting,,Steve,,is it a 12 place setting one?,,,,extra_model_event
qwen27b,393,1.0,1.0,0.7037878787878789,False,question,inquiry,question_request,question_request,Marika asks whether Lara is coming today.,Marika asks if Lara will attend today.,Lara,Lara,come,attend,,,,,Are you coming today?,Are you coming today?,0.6195298372513562,0.06999999999999999,1.0,
qwen27b,393,2.0,2.0,0.6689398451459202,False,confirmation,confirmation,agreement_confirmation,agreement_confirmation,Lara confirms that she is coming today.,Lara confirms her attendance for today.,Lara,Lara,come,attend,,,,,Yes!,Yes!,0.5423076923076923,0.06999999999999999,1.0,
qwen27b,417,1.0,1.0,0.7716134997688395,False,request,request,question_request,question_request,Miranda asks Stephanie to cancel tomorrow's meeting.,Miranda asks to cancel the scheduled meeting due to work obligations.,Miranda and Stephanie,Stephanie,cancel,cancel,tomorrow's meeting,tomorrow's meeting,,,could we cancel tomorrow's meeting?,could we cancel tomorrow's meeting?,0.5578053259871443,1.0,1.0,
qwen27b,417,2.0,,,,explanation,,,,Miranda explains that she has to work.,,Miranda,,work,,,,,,I have to work,,,,,omitted_reference_event
qwen27b,417,,2.0,,,,acceptance,,,,Stephanie accepts the cancellation request after sarcastic banter.,,Stephanie,,accept cancellation,,tomorrow's meeting,,Miranda,,as long as you have an explanation :D,,,,extra_model_event
qwen27b,432,1.0,1.0,0.6460221793635488,False,information request,request,question_request,question_request,Javier asks Judie for tattoo parlors with English-speaking employees.,Javier asks for a recommendation for an English-speaking tattoo parlor.,Judie,Judie,recommend,recommend,tattoo parlor,tattoo parlor,Javier,Javier,do you know any tattoo parlors over here with English speaking employees?,Hey do you know any tattoo parlors over here with English speaking employees?,0.5814285714285713,1.0,0.9646666666666668,
qwen27b,432,2.0,2.0,0.5851704545454546,False,recommendation,recommendation,suggestion_invitation,suggestion_invitation,Judie recommends Warsaw Ink.,Judie suggests 'Warsaw Ink' as a potential option.,Judie,Judie,recommend,suggest,Warsaw Ink,Warsaw Ink,,Javier,there's Warsaw ink,Oh there's Warsaw ink,0.2878205128205128,0.04375,0.8802197802197802,
qwen27b,432,3.0,4.0,0.6128957528957529,False,decision,decision,other,other,Javier decides not to get a tattoo at Warsaw Ink because it is too expensive.,Javier decides to get a tattoo in Colombia instead due to the high cost.,Javier,Javier,get tattoo,change plan,tattoo in Colombia,get tattoo in Colombia,,,it was a 1000 let me just get a tatttoo back in colombia,"let me just get a tatttoo back in colombia then, thx",0.47097894006017127,0.1333333333333333,0.7597222222222223,
qwen27b,432,,3.0,,,,information,,,,Judie states the cost of a tattoo at the recommended parlor is 1000.,,Judie,,state price,,1000,,Javier,,it was a 1000,,,,extra_model_event
qwen27b,433,2.0,3.0,0.5510007891527369,False,confirmation,commitment,agreement_confirmation,commitment_plan,Sam confirms that he will arrive at the hotel on August 15 around 2 p.m.,Sam confirms the arrival date and specific time.,Sam,Sam,arrive,arrive,hotel,hotel,,,on the 15th of August around 2 p.m.,Yep! We'll be at the hotel around 2 p.m.,0.3375,1.0,0.5287719298245614,
qwen27b,433,1.0,,,,compliment,,,,Sam compliments Jessica and Michael's hotel.,,Jessica and Michael,,own,,nice hotel,,,,You own a really nice hotel,,,,,omitted_reference_event
qwen27b,433,,1.0,,,,inquiry,,,,Sam asks about the status of the hotel room reservation for next month.,,manager,,arrange,,hotel room,,Sam,,How is our hotel room set for next month? Hope that the manager will arrange the very best for us,,,,extra_model_event
qwen27b,433,,2.0,,,,confirmation,,,,Michael confirms the booking is handled and verifies the arrival date.,,Michael,,confirm,,arrival date,,Sam,,"you're damn right, Sam are you coming on the 15th of August?",,,,extra_model_event
qwen27b,442,1.0,1.0,0.8916666666666666,False,accusation,accusation,other,other,Terence accuses Daniel of taking his money.,Terence accuses Daniel of stealing his money.,Terence,Terence,accuse of stealing,accuses,Daniel,Daniel,,Daniel,"You took my money, didn't you?","You took my money, didn't you?",0.8912337662337663,0.196,1.0,
qwen27b,442,2.0,2.0,0.6190932947244593,False,denial,denial,other,other,Daniel denies taking the money and is offended by the accusation.,Daniel denies the accusation and expresses offense.,Daniel,Daniel,deny stealing,denies,money,theft,Terence,Terence,Why would I I'm not a thief,And I'm not a thief??,0.5361111111111112,0.14736842105263157,0.68125,
qwen27b,442,3.0,3.0,0.6213920501401946,False,apology,retraction,emotion_social,other,Terence apologizes after finding the money elsewhere.,Terence apologizes and reveals he found the money himself.,Terence,Terence,found,retracts accusation,money,theft claim,,Daniel,I'm sorry I've just found it,"Oh shit, I'm sorry, I've just found it.",0.5709459459459459,0.05833333333333333,0.8496801705756929,
qwen27b,442,4.0,4.0,0.6912585812356979,False,express emotion,expression of emotion,other,other,Daniel is upset.,Daniel confirms he is upset by the false accusation.,Daniel,Daniel,upset,confirms,,upset feelings,,Terence,"Yeah, oh-fucking-course I am","Yeah, oh-fucking-course I am",0.4897058823529412,0.05384615384615385,1.0,
qwen27b,499,1.0,1.0,0.9339869281045752,False,offer,offer,commitment_plan,commitment_plan,Natacha offers to pick Charles up at the RER.,Natacha offers to pick up Charles at the train station.,Natacha,Natacha,pick up,pick up,Charles,,,Charles,i can come and pick you up at the RER,i can come and pick you up at the RER,0.8273684210526315,1.0,1.0,
qwen27b,499,2.0,2.0,0.506031746031746,False,update,inform,inform_update,inform_update,Charles says he has landed and expects to arrive around 5:30 p.m.,Charles informs Natacha of his arrival time.,Charles,Charles,arrive,arrive,RER,,,,I just landed i'll arrive about 5:30pm,I think i'll arrive about 5:30pm,0.20318916557448669,1.0,0.81,
qwen27b,499,3.0,4.0,0.9220858895705522,False,instruction,instruction,other,other,Natacha asks Charles to call her when he reaches Vesinet station.,Natacha instructs Charles to call her specifically when he reaches the Vesinet station.,Charles,Charles,call,call,,,Natacha,Natacha,call me when you'll be at the station Vesinet,call me when you'll be at the station Vesinet,0.831798245614035,1.0,1.0,
qwen27b,499,,3.0,,,,commitment,,,,Charles commits to calling Natacha upon arrival.,,Charles,,call,,,,Natacha,,I'll give you a call,,,,extra_model_event
qwen27b,528,1.0,2.0,0.8178396072013094,False,explanation,explanation,commitment_plan,commitment_plan,Ann explains that she is still at school because she has extra math classes.,Ann explains she is occupied with extra math classes.,Ann,Ann,attend,attend,extra math classes,extra math classes,,,i have extra math classes,i have extra math classes,0.6235591506572296,1.0,1.0,
qwen27b,528,2.0,4.0,0.6276260009420631,False,availability update,commitment,inform_update,commitment_plan,Ann tells Meg that she will be home at 7.,Ann commits to being available at home at 7 PM.,Ann,Ann,be home,be home,7,,,,i will be home at 7,i will be home at 7,0.43500000000000005,1.0,1.0,
qwen27b,528,,1.0,,,,inquiry,,,,Meg asks about Ann's current availability.,,,,ask,,availability,,Ann,,still at school?,,,,extra_model_event
qwen27b,528,,3.0,,,,request,,,,Meg requests a time to meet Ann.,,Meg,,meet,,,,Ann,,so when can i meet you?,,,,extra_model_event
qwen27b,532,1.0,2.0,0.36349650349650353,True,information request,clarification,question_request,question_request,Pete asks Jen which yogurt flavor she wanted.,Pete asks if he can substitute a different flavor if pear is unavailable.,Pete,Pete,request,buy,yogurt flavor,different flavor yogurt,Jen,Jen,What flavour yogurt did you want again?,If they don't have pear can I get a different flavour?,0.3280871670702179,0.06999999999999999,0.1625448028673835,
qwen27b,532,2.0,1.0,0.6618767976989455,False,preference,request,other,question_request,Jen wants pear yogurt only if it is available.,Jen requests pear yogurt but sets a condition that it is only needed if available.,Jen,Pete,want,buy,pear yogurt,pear yogurt,,Jen,Pear but only if they've got it,Pear but only if they've got it. Otherwise don't worry about it.,0.6466145833333334,0.0,0.7073684210526315,
qwen27b,532,3.0,3.0,0.5626209322779243,False,condition,refusal,other,other,Jen tells Pete not to buy any yogurt if pear is unavailable.,Jen refuses any alternative flavor and instructs Pete to buy nothing if pear is out of stock.,Pete,Pete,not buy,buy nothing,yogurt,yogurt,Jen,Jen,If they don't have pear just don't get anything at all,I don't like any other flavour. If they don't have pear just don't get anything at all then.,0.5324768988054992,0.44166666666666665,0.7520075578649033,
qwen27b,532,,4.0,,,,commitment,,,,Pete agrees to Jen's strict condition regarding the yogurt purchase.,,Pete,,accept condition,,,,Jen,,OK.,,,,extra_model_event
qwen27b,536,1.0,1.0,0.5983816964285713,False,question,inquiry,question_request,question_request,Christie asks Katie how she feels after the party.,Christie asks about Katie's condition following the party.,Katie,,feel,ask,after the party,Katie's condition,,Katie,how are you after the party?,how are you after the party?,0.5197712418300654,0.0,1.0,
qwen27b,536,2.0,2.0,0.624107340873808,False,update,statement,inform_update,inform_update,Katie says she is really tired.,Katie reports feeling tired after the party.,Katie,Katie,feel tired,feel,,tired,,,really tired,really tired...,0.35866666666666663,0.6333333333333333,0.961111111111111,
qwen27b,536,3.0,3.0,0.5169140800719748,False,evaluation,statement,other,inform_update,Christie says the party was great.,Christie expresses that the party was enjoyable.,Christie and Katie,Christie,had fun,evaluate,party,the party,,,the party was great we had fun,the party was great!,0.647560975609756,0.09333333333333332,0.7387272727272727,
qwen27b,536,,4.0,,,,agreement,,,,Katie agrees that they had fun at the party.,,Katie,,confirm,,having fun,,,,"Yeah, we had fun!",,,,extra_model_event
qwen27b,537,1.0,1.0,0.6449941613914326,False,invitation,proposal,suggestion_invitation,suggestion_invitation,Sam asks Carla if she wants to meet tomorrow afternoon.,Sam proposes meeting up tomorrow afternoon.,Sam and Carla,Sam,meet up,propose meeting,tomorrow afternoon,meeting up,,Carla,I'm free in the afternoon do you fancy meeting up?,"I'm free in the afternoon, do you fancy meeting up?",0.4651785714285714,0.12727272727272726,0.9965346534653465,
qwen27b,537,2.0,2.0,0.7154619332763046,False,acceptance,acceptance,agreement_confirmation,agreement_confirmation,Carla agrees to meet Sam.,Carla agrees to the meeting proposal.,Carla,Carla,agree to meet,accept,,meeting,Sam,Sam,"Yeah, sure","Yeah, sure",0.6255131964809384,0.11052631578947367,1.0,
qwen27b,537,3.0,4.0,0.4317495063953988,True,proposal,confirmation,suggestion_invitation,agreement_confirmation,Carla suggests meeting at a cafe in Meanwood at 2.,Carla confirms the location and proposes a specific time.,Sam and Carla,Carla,meet,confirm location and set time,cafe in Meanwood at 2,cafe in Meanwood at 2,,Sam,there's that cafe there Meet you at 2?,"Ok, there's that cafe there that does the yummy cakes. Meet you at 2?",0.26114117068371867,0.04242424242424242,0.7213254035683943,
qwen27b,537,,3.0,,,,suggestion,,,,Sam suggests Meanwood as the location.,,Sam,,suggest location,,Meanwood,,Carla,,Shall we go to Meanwood?,,,,extra_model_event
qwen27b,537,,5.0,,,,confirmation,,,,Sam confirms the time and expresses anticipation.,,Sam,,confirm time,,2 o'clock,,Carla,,Yes - looking forward to it!,,,,extra_model_event
qwen27b,544,1.0,2.0,0.4070652173913043,True,invitation,acceptance,suggestion_invitation,agreement_confirmation,Joana asks Sandy if she wants to play games.,Sandy agrees to the proposal to play the suggested games.,Joana and Sandy,Sandy,play,agrees,games,playing the games,,Joana,wana play some games?,why not?,0.453882230328296,0.06999999999999999,0.1206896551724138,
qwen27b,544,2.0,1.0,0.7475694444444444,False,suggestion,proposal,suggestion_invitation,suggestion_invitation,Joana suggests Dixit or Carcassonne.,"Joana suggests playing board games, specifically Dixit or Carcassonne.",Joana and Sandy,Joana,play,suggests playing,Dixit or Carcassonne,Dixit or Carcassonne,,Sandy,maybe dixit? or carcassonne?,maybe dixit? or carcassonne?,0.702021563342318,0.13999999999999999,1.0,
qwen27b,544,3.0,3.0,0.7121107607410327,False,commitment,commitment,commitment_plan,commitment_plan,Joana says she will bring the games to Sandy.,Joana commits to bringing the games to Sandy's location.,Joana,Joana,bring,will bring,games,the games,Sandy,Sandy,I'll bring them 2 u,"ok, I'll bring them 2 u",0.5245324532453245,0.6666666666666666,0.9075757575757576,
qwen27b,548,1.0,1.0,0.8342372134038802,False,update,statement,inform_update,inform_update,Steve says he just bought the new Dream Theater album.,Steve informs Rob that he has purchased the new Dream Theater album.,Steve,Steve,bought,bought,new Dream Theater album,new Dream Theater album,,,Bought the new Dream Theater album 5 minutes ago,Bought the new Dream Theater album 5 minutes ago.,0.6603576751117735,1.0,0.9963917525773196,
qwen27b,548,2.0,2.0,0.7365528601377658,False,update,statement,inform_update,inform_update,Rob says he also has the album ready to listen to.,Rob confirms he already possesses the album and is prepared to listen to it.,Rob,Rob,listen to,has,new Dream Theater album,album,,,"I have it here on my desk, ready for the first listening","I have it here on my desk, ready for the first listening.",0.5973333333333334,0.05833333333333333,0.9969026548672566,
qwen27b,548,3.0,3.0,0.6652218782249743,False,commitment,commitment,commitment_plan,commitment_plan,Steve says he will later tell Rob what he thinks of the album.,Steve commits to sharing his opinion on the album with Rob at a later time.,Steve,Steve,share opinion,tell,album,what I think about it,Rob,Rob,I'll tell you later what I think about it,I'll tell you later what I think about it.,0.37520855057351404,0.041176470588235294,0.9957831325301205,
qwen27b,551,1.0,1.0,0.9044630872483221,False,request,request,question_request,question_request,Peter asks Joy to send him the link to her beauty shop.,Peter asks Joy to provide the URL for her beauty shop.,Joy,Joy,send,send link,beauty shop link,beauty shop link,Peter,Peter,Can you send me the link of your beauty shop?,Can you send me the link of your beauty shop?,0.7347427203829278,0.6487179487179487,1.0,
qwen27b,551,2.0,2.0,0.715819209039548,False,compliance,fulfillment,other,other,Joy sends Peter the link to her beauty shop.,Joy provides the requested link to Peter.,Joy,Joy,send,share link,beauty shop link,beauty shop link,Peter,Peter,It is https:// *********,It is https:// *********,0.5791911764705884,0.15,1.0,
qwen27b,590,1.0,1.0,0.5987765957446809,False,information request,inquiry,question_request,question_request,Ethan asks who is going to see Sólstafir.,Ethan asks who is attending the Solstafir concert.,group,,go see,ask,Sólstafir,attendance,,group,who's going to see solstafir?,who's going to see solstafir?,0.567420814479638,0.07777777777777777,1.0,
qwen27b,590,2.0,2.0,0.6535714285714286,False,commitment,commitment,commitment_plan,commitment_plan,Leo says he is going to the concert.,Leo confirms his attendance at the concert.,Leo,Leo,go to,attend,Sólstafir concert,Solstafir concert,,,i'm going ofc!,i'm going ofc!,0.49037974683544305,0.06363636363636363,1.0,
qwen27b,590,3.0,3.0,0.5219952114924181,False,information,information,inform_update,inform_update,Ethan says the concert is on 21.11.,Ethan provides the date of the concert.,Sólstafir,,play,state,concert on 21.11,date (21.11),,group,21.11,21.11,0.4586486486486486,0.07777777777777777,1.0,
qwen27b,590,4.0,4.0,0.6010526315789474,False,uncertainty,tentative_refusal,other,other,Noah wants to go but may have to stay late at work.,Noah expresses uncertainty about attending due to potential work conflicts.,Noah,Noah,may stay late,decide,work,attendance,,,i'll have to see might have to stay late at work,"i'll have to see, might have to stay late at work...",0.33838383838383834,0.03684210526315789,0.986,
qwen27b,590,,5.0,,,,promise,,,,Noah commits to informing the group of his final decision later.,,Noah,,notify,,decision,,group,,i'll see and let you know,,,,extra_model_event
qwen27b,598,1.0,1.0,0.5469945355191257,False,information sharing,sharing news,inform_update,other,Bradley shares that a cat invaded the pitch at Goodison.,Bradley informs the group about a cat appearing on the football pitch at Goodison.,cat,Bradley,invaded,shares information,pitch at Goodison,cat invasion at Goodison,,Jill and Julia,a cat invaded the pitch at Goodison,haha look a cat invaded the pitch at Goodison,0.6175724637681159,0.08399999999999999,0.875,
qwen27b,598,2.0,2.0,0.6580246913580248,False,information sharing,sharing media,inform_update,other,Jill shares a video of the cat.,Jill provides a video of the cat incident to the group.,Jill,Jill,share,shares video,video,video of the cat,group,Bradley and Julia,here's the video,here's the video :D,0.6612403100775193,0.20588235294117646,0.8771428571428571,
qwen27b,598,3.0,,,,evaluation,,,,Julia thinks the cat is sweet.,,Julia,,describe,,cat,,,,what a sweet little black ball of fur,,,,,omitted_reference_event
qwen27b,598,,3.0,,,,sharing media,,,,Bradley shares the commentary audio related to the cat incident.,,Bradley,,shares commentary,,commentary audio,,Jill and Julia,,and the commentary :D,,,,extra_model_event
qwen27b,605,1.0,1.0,0.7551162341425719,False,invitation,invitation,suggestion_invitation,suggestion_invitation,Barbara tells Sean and Zac they can come over because she is home.,Barbara invites Sean to come over now that she is home.,Sean and Zac,Sean,come over,come over,Barbara's place,,,Barbara,"I'm home already, you can come over","I'm home already, you can come over",0.6279269972451791,1.0,1.0,
qwen27b,605,2.0,2.0,0.7927042376583662,False,permission request,request,question_request,question_request,Sean asks whether he may bring the dog.,Sean asks for permission to bring his dog.,Sean,Sean,bring,bring the dog,dog,the dog,Barbara,Barbara,May I bring the dog?,May I bring the dog?,0.5496913580246914,0.5194444444444445,1.0,
qwen27b,605,3.0,3.0,0.8478250420571978,False,permission,permission,other,other,Barbara allows Sean to bring the dog.,Barbara grants Sean permission to bring the dog.,Sean,Sean,bring,bring the dog,dog,the dog,Barbara,Barbara,"sure you can, Sean","sure you can, Sean",0.7917647058823529,0.5194444444444445,1.0,
qwen27b,605,4.0,4.0,0.7562248995983936,False,offer,proposal,commitment_plan,suggestion_invitation,Barbara asks whether Sean wants to stay overnight.,Barbara proposes that Sean stay overnight.,Sean,Sean,stay overnight,stay overnight,Barbara's place,,,Barbara,do you want to stay overnight?,do you want to stay overnight?,0.6301242236024844,1.0,1.0,
qwen27b,605,,5.0,,,,acceptance,,,,Sean accepts the proposal to stay overnight.,,Sean,,stay overnight,,,,Barbara,,great! I thought about it,,,,extra_model_event
qwen27b,616,1.0,1.0,0.6352655386161836,False,announcement,announcement,other,other,Jake says he pulled his first TOTW player this year.,Jake reveals he obtained a Team of the Week player.,Jake,Jake,pulled,pulled,TOTW player,TOTW player,,,I just pulled a TOTW my first this year,"dude, I just pulled a TOTW",0.37849514563106795,1.0,0.6487179487179489,
qwen27b,616,2.0,2.0,0.5613559322033899,False,decision,plan,other,commitment_plan,Jake plans to sell the player after trying him in a few matches.,Jake intends to test the player briefly before selling.,Jake,Jake,sell,try,TOTW player,TOTW player,,,yeah I'll try him in one or two matches he's not a good fit for my squads,I'll try him in one or two matches,0.42459893048128344,0.0,0.638429906542056,
qwen27b,616,3.0,,,,complaint,,,,Tom complains that he has had bad pull luck this year.,,Tom,,lack,,great players,,,,my pull luck sucks this year not a single great player,,,,,omitted_reference_event
qwen27b,616,,3.0,,,,decision,,,,Jake decides to sell the player because he does not fit his team.,,Jake,,sell,,TOTW player,,,,he's not a good fit for my squads that's the plan,,,,extra_model_event
qwen27b,621,4.0,2.0,0.422748643761302,True,decision,commitment,other,commitment_plan,Phil says they will look after the sunglasses because no one knows who owns them.,Phil accepts the sunglasses and commits to looking after them.,Phil,Phil,keep,look after,sunglasses,sunglasses,,,they don't belong to any of us we can look after these sunglasses,"Ok, they don't belong to any of us, and nobody else drove your car. But we can look after these sunglasses.",0.4362237762237762,0.09999999999999999,0.761593707250342,
qwen27b,621,1.0,,,,gratitude,,,,Phil thanks Deana for the card and says Constantine was happy.,,Deana,,sent,,card,,Phil and Constantine,,Many thanks for this nice card Constantine was very happy,,,,,omitted_reference_event
qwen27b,621,2.0,,,,information request,,,,Phil asks whether the sunglasses also belong to Deana.,,Deana,,own,,sunglasses,,,,Are these sunglasses also from you?,,,,,omitted_reference_event
qwen27b,621,3.0,,,,denial,,,,Deana says the sunglasses are not hers and thought they belonged to Cathreen.,,Deana,,does not own,,sunglasses,,,,I thought they belonged your Cathreen Mine either,,,,,omitted_reference_event
qwen27b,621,,1.0,,,,offer,,,,Deana offers the sunglasses to Phil since she has too many and they don't belong to her or Cathreen.,,Phil,,keep,,sunglasses,,Phil,,"Look, maybe you feel like keeping them? I seem to have so many sunglasses...",,,,extra_model_event
qwen27b,635,1.0,1.0,0.7267349790405216,False,suggestion,proposal,suggestion_invitation,suggestion_invitation,Gloria suggests having a barbecue because the weather is good.,Gloria suggests organizing a barbecue due to the good weather.,Mell and Gloria,Mell and Gloria,have,organize a barbecue,barbecue,barbecue,,,perfect for a BBQ What do you think?,"The weather is just brilliant, perfect for a BBQ. What do you think?",0.7146774193548386,0.0608695652173913,0.7375457875457876,
qwen27b,635,2.0,2.0,0.8193035835023664,False,acceptance,acceptance and location offer,agreement_confirmation,agreement_confirmation,Mell agrees to host the barbecue at her place.,Mell agrees to the barbecue and proposes hosting it at her place.,Mell,Mell,host,host the event,barbecue,barbecue,Gloria,Gloria,I'm all for it At my place? I'd love it,I'm all for it. At my place? I'd love it.,0.7537966537966538,0.4805555555555555,0.99125,
qwen27b,635,4.0,4.0,0.6156517094017093,False,proposal,commitment,suggestion_invitation,commitment_plan,Mell proposes doing the food while Gloria brings drinks.,Mell agrees to the date and proposes a division of labor for food and drinks.,Mell and Gloria,Mell,prepare,prepare food,"food, drinks and dessert",food,,,Shall I do the food and you the drinks? I'll get us some dessert,Perfect... Shall I do the food and you the drinks?,0.449780701754386,0.6912280701754385,0.7269736842105263,
qwen27b,635,3.0,,,,request,,,,Mell wants Gloria's opinion on her terrace and garden design ideas.,,Gloria,,give opinion,,garden design drawings,,Mell,,I must show you my drawings hear your opinion,,,,,omitted_reference_event
qwen27b,635,5.0,,,,relief,,,,Mell is relieved that Tad's sister moved to Scotland.,,Tad's sister,,moved,,Scotland,,,,she moved up to Scotland I don't have to put up with her,,,,,omitted_reference_event
qwen27b,635,,3.0,,,,scheduling,,,,Gloria checks her calendar and confirms this Saturday as the date.,,Gloria,,confirm date,,this Saturday,,Mell,,So what about this Saturday?,,,,extra_model_event
qwen27b,635,,5.0,,,,commitment,,,,Gloria agrees to bring drinks and adds that she will also bring dessert.,,Gloria,,bring drinks and dessert,,drinks and dessert,,,,And I'll get us some dessert as well.,,,,extra_model_event
qwen27b,649,1.0,1.0,0.5044487015751384,False,problem report,problem_report,inform_update,inform_update,Callan reports that something is wrong with his Samsung S8 because it only shows a black screen.,Callan reports that his Samsung S8 has a black screen due to overheating.,Samsung S8,Callan,shows,experiences,black screen,black screen on Samsung S8,,,Something's wrong with my Samsung S8 All I get is a black screen,Something's wrong with my Samsung S8. All I get is a black screen. It overheats and then it takes a while for it to restart again..,0.6095266272189348,0.04375,0.6630769230769231,
qwen27b,649,3.0,3.0,0.49627611262488647,False,decision,commitment,other,commitment_plan,Callan will take the phone to the store because it is still under warranty.,Callan decides to take the phone to the store for warranty service.,Callan,Callan,take,goes to store,phone to store,Samsung S8,,store staff,I'm going to the store It's still under warranty,I'm going to the store and let them see it. It's still under warranty.,0.6366197183098591,0.08235294117647059,0.7934414148857776,
qwen27b,649,2.0,,,,explanation,,,,Callan thinks the phone overheated and needs time to restart.,,Samsung S8,,overheats,,,,,,It overheats takes a while for it to restart again,,,,,omitted_reference_event
qwen27b,649,,2.0,,,,warning,,,,Wade warns Callan about the potential danger of the battery.,,Wade,,warns,,battery danger,,Callan,,"Be carefull with the battery, it can be dangerous.",,,,extra_model_event
qwen27b,649,,4.0,,,,reassurance,,,,Callan confirms that his data is safe because he backs up his files.,,Callan,,backs up,,files,,,,"No, I always back up my files.",,,,extra_model_event
qwen27b,676,1.0,1.0,0.4730000000000001,False,problem report,complaint,inform_update,other,Anna tells Joanna that she has had a bad stomachache since night.,Anna reports suffering from a persistent stomachache.,Anna,Anna,has,reports,awful stomachache,stomachache,,Joanna,"I have a awful stomachache At night, and it won’t stop","Mum, I have a awful stomachache.",0.3535682426404996,0.06999999999999999,0.5727390180878553,
