,reference,prediction,rouge1,rouge2,rougeL,bs_f1_raw
287,杰克因为生病不得不缺课。杰米去年病得很重，但多亏了购物中心旁边城市医疗中心的托尼斯医生，他才好了起来。琳达得知由于许多学生生病，学校旅行被取消了。,"海伦的儿子杰克发高烧和咳嗽。海伦有一个伟大的全科医生,托恩兹医生,他单独处理每个病例。",18.87,5.77,15.09,63.01
288,蒂姆现在不需要妈妈做任何重要的事。,蒂姆没有见到妈妈的最后一天 因为她和格蕾丝在一起,30.77,10.81,25.64,63.8
289,凯特认为她男朋友的妈妈不喜欢她。他是一个书呆子，一直和妈妈、奶奶生活在一起。,"Caroline的男朋友26岁,和他妈妈和奶奶住在家里 他妈妈不喜欢Caroline,因为她是他的第一个女朋友",59.15,28.99,33.8,71.31
290,文森特的新台灯星期二应该可以收到了。,文森特赤手空拳打碎了灯 周二他订了新灯,40.0,12.12,34.29,68.91
291,内斯特想在黑色星期五促销时买一台笔记本电脑，但是奥拉夫建议不要这样做，因为实际价格并没有降低。内斯特会确认奥拉夫能不能帮他从认识的人那里用优惠的价格买到。,"奥拉夫建议他在黑星期五前检查所选产品的价格,并在升级结束后再次检查。他认识一个以非常合理的价格出售近乎新电脑的人。内斯托尔明天将去商场,请他给他发价。",36.36,21.28,19.58,68.94
292,南希问了维克和菲尔不同社交媒体的事，这让他们讨论和比较了不同的平台。菲尔不喜欢instagram，但喜欢twitter。维克喜欢facebook胜过twitter，也喜欢instagram。菲尔和维克都不用tumblr。,Nancy和Phil更喜欢脸书而不是Twitter。Vic更喜欢脸书。Vic从来没有 Tumblr 的账户。,20.0,4.55,15.56,61.4
293,阿曼达和彼得不喜欢穿奇装异服的人的样子，但是丹喜欢。,"彼得,丹和阿曼达都见过他有恐惧症",35.9,16.22,15.38,64.05
294,詹姆斯明天下班后来取车，苏已经给他汇了钱。,詹姆斯明天下班后会去接车 苏会把钱汇进来,68.42,44.44,57.89,80.63
295,杰西在西布朗克斯赶上了堵车。,杰西被困在西布朗克斯的交通堵塞中,62.07,44.44,62.07,81.15
296,迪玛的笔记本电脑坏了，因为她的猫把咖啡洒在笔记本电脑上。 迪玛很担心，因为她明天必须为trados提供翻译。一个小时后迪玛会来纳达家，借纳达的笔记本电脑。,"Dima的笔记本电脑坏了,他必须在明天9点送一份翻译。Nada将笔记本电脑借给她的兄弟。Dima一小时后会拿回来。",53.21,31.78,38.53,74.63
297,之后，凯利四处闲逛，认识了一些学校的人。她也见过他。他们基本没说过话，他和别人在一起。,Kelly放学后去酒吧见了更多的学生 她在那里认识了一个人 她跟他说了几句话,40.58,11.94,28.99,69.35
298,安妮邀请阿黛尔一起过复活节。阿黛尔会带一些巧克力蛋来。,Adele星期五放假 Anne会邀请Louise去复活节 Adele会带鸡蛋来,39.13,22.73,39.13,68.64
299,梅洛迪用了5年的笔记本电脑坏了。明天她就知道是什么故障了。她不会修的，因为她的电脑太旧了。所以她会买一个新的。,"佩吉的电脑坏了,她可能无法修好 美乐蒂建议她换个新电脑",32.0,19.18,26.67,71.34
300,杰瑞40分钟后到家。,杰瑞40分钟后回家 珍妮特的一天还不错 但她的老板有时候会是个婊子,36.84,27.78,36.84,71.78
301,他们打算做一些关于假期选择的调查，然后再讨论。他们很可能会选择旅行社提供的廉价服务。,"Mark, Anna, Julia和George正在进行一揽子旅行。 他们将从一个旅游运营商那里选择一个更便宜的选择。 他们要分割自己, 以免查看相同的网站 。",30.43,11.11,19.57,66.79
302,德尔指责斯坦利有外遇，因为他借口工作，这个周末不能和她一起过。他们才在一起4个月，这不是个好兆头。现在比尔和斯坦利要负责lidem项目。任务分工由斯坦利负责，因为联系不上艾莉森。,艾莉森指控斯坦利有外遇 他因为工作不能和她一起过周末,47.06,32.0,35.29,74.82
303,金伯莉可能把她昨天从妈妈那里拿的伞忘在咖啡馆了。劳拉给了她咖啡馆的电话号码，让她和店员确认。,金伯利昨天带着雨伞离开了咖啡馆 她几年前从她母亲那里拿到礼物,41.67,17.14,27.78,72.21
304,凯瑟琳申请了潘多拉的一个会计职位。杰克在那里工作了5年。这份工作职业发展规划清晰、福利也好。杰克升职加薪两次了。凯瑟琳将在星期一面试。,Catherine申请潘多拉的会计职位 她星期一会接受面试,37.04,25.32,37.04,70.39
305,安娜明天早上8点和菲奥娜一起去看医生。,安娜明天早上8点会和菲奥娜去看医生,91.43,78.79,91.43,92.69
306,丹想洗手的时候，脸盆下面的水管爆了。安德莉亚会写信给房东说这件事。,Dan想洗手 洗手盆下面的管子爆炸了 Andrea会写信给店主 Dan会亲自动手,48.28,28.57,48.28,74.5
307,克莱尔和琳达都在做咖喱当晚餐。,琳达在煮咖喱,50.0,22.22,50.0,77.79
308,马特要在寄宿家庭的父母那里再住一个月。他们好像跟卡洛斯聊得比较多。他们的电费更高，因为马特大部分时间都待在家里。,"马特觉得他家住的父母对他不好。他们把卡洛斯带到地铁,他们更愿意和他交谈。马特呆在家里太多,他们必须支付更多的电费。",50.0,25.49,36.54,74.88
309,安非常感谢凯蒂周一晚上招待她的儿子蒂姆，第二天早上还开车送他去火车站。凯特明天会给蒂姆发信息，询问自己应该在哪里等他。,凯蒂明天会去接安的儿子蒂姆 他们20年前在圣法高共度一周,39.51,17.72,22.22,66.19
310,艾哈迈德想让莎隆搬去和他一起住，但是她害怕自己父母的反应，对此艾哈迈德很生气。,"Sharon的母亲生她的气,她被禁足了。她想让Sharon搬出她父母的房子。她19岁,仍然和父母住在一起。",35.62,11.27,19.18,67.58
311,罗伯对汤姆看的梗感到很失望。汤姆建议他应该找个女朋友，而不是抱怨这些梗。,"罗布在看今天的迷因, 他们大多指那些愚蠢或没有幽默价值的东西。",16.39,0.0,16.39,58.52
312,迈克会按格雷斯的要求重新装满洗手液。,Mike会在洗手间里 重新装满洗手液,51.61,41.38,51.61,75.19
313,谢丽尔和她妈妈起了争执。她忘了关窗户，两人一生气就打了起来。她妈妈限她年底搬出去。,"Cheryl与母亲争吵,因为她离开家时忘记关上窗户,她母亲将她赶出家门,她给了她到年底搬家的时间。",36.36,8.0,28.57,74.71
314,大卫17:30抵达塞维利亚机场，维克多会来接他。,戴维17: 30在塞维利亚降落 Victor会从机场接他,64.86,34.29,54.05,81.21
315,安想花200美元买乔希的笔记本电脑。乔希不想讨价还价。安将以250美元的价格买下乔希的电脑和配件。,"安会付200美元买笔记本电脑的 乔希有包和小老鼠,安会捡起来的",46.38,23.88,40.58,72.71
316,这次迈克想让别人洗碗。萨拉同意了，但是当她从电影院回来的时候，她和杰克在一起了。,她和杰克从电影院回来后 莎拉会去洗衣服,44.44,30.77,25.93,74.32
317,盖理是uber平台的司机，他真的很喜欢这份工作。,盖瑞为尤伯开车 Ellie告诉他这是个糟糕的主意 Gary很喜欢这个主意,34.78,13.64,30.43,66.07
318,克丽丝蒂需要一双新的运动鞋，莉亚有网上商店折扣券的链接。,Liah给Kristi发送了Direndia45在线商店20%的折扣优惠券的链接。 Kristi需要新的训练员。 Leah下次会为购物获得一些累积资金。,36.62,20.29,22.54,68.66
319,史蒂夫正按照苏的要求给她打电话。,史蒂夫收到这个后会打电话给苏,55.17,29.63,41.38,70.78
320,安德烈看到动物园发生熊袭击事件的新闻后很震惊。但是梅根对笼子里的动物做出这种反应并不感到惊讶。,Andre和Megan对动物园遭到熊攻击感到震惊。,36.07,13.56,26.23,73.48
321,芭芭拉收到aes的确认邮件，但是米克没有收到，所以他会给他们打电话。,还没收到AES的确认书 芭芭拉收到了 米奇会给他们打电话的,74.07,57.69,55.56,78.12
322,艾利森给艾伦发了今年的预算。还有老板去日本参加会议的额外费用。,"Allison给Alan发了一份本年度预算估算文件。“其他开支”一行的费用翻了一番,因为老板必须从日本回来参加大会。",43.84,16.9,35.62,73.8
323,利亚姆和内特15分钟后自会见面。,利亚姆和内特15分钟后会见面,96.3,88.0,96.3,93.43
324,卡尔要参加今年的冠军赛。邓肯不会错过这个活动。卡尔会把他的家庭成员都登记成vip。,卡尔今年使用六速流体变速箱 邓肯和他的家人将参加锦标赛,38.71,20.0,29.03,69.52
325,丁尼害怕特里的狗，所以他应该把它赶走。,在丹尼来之前 Terry会把他的狗带走,38.71,6.9,25.81,69.52
326,阿纳斯塔西娅把她在学校的新照片发给了达雷尔。,Anastasia和Darrell拍了他们的新学校照片。 Anastasia需要一张新的学校身份证。,30.43,13.64,17.39,66.66
327,金四月要和珍去首尔，珍是他们的导游。,金四月要去首尔 简将是他们的导游,83.87,68.97,83.87,85.78
328,奥布里安娜朋友的父亲在刚果因疟疾病逝。,奥布里安纳的朋友的爸爸死于孔戈的疟疾。,50.0,35.29,50.0,83.84
329,乔希很生气，因为他在星期二弄丢了新球鞋。乔希已经给健身房打过电话了，但他们什么都没找到。乔希会检查游泳池并给马克打电话。,"乔希上周二失去了新的运动鞋 他以为他把鞋留在健身房了,但没找到",42.86,19.51,33.33,70.9
330,今天是情人节。贝拉打算订外卖披萨。艾瑞亚一辞职就会来华沙。今年贝拉可能会去韩国做常规检查。,今天是华沙情人节。 有很多销售商在街上卖玫瑰和巧克力。 贝拉会点一些披萨回家。 阿里亚一下班就飞到华沙。 贝拉会去韩国接受定期检查。,51.02,27.08,46.94,80.34
331,今晚没人想跟索耶合作。,"萨特受伤了,今晚不能去看球赛",17.39,9.52,17.39,65.7
332,戴娜还需要一个小时来准备。,"丹娜需要化妆,她要花一个小时",56.0,34.78,56.0,76.82
333,维奥拉马上就要举办婚礼了，还有些事情要安排。卡门星期五来，她愿意帮助维奥拉。,卡门周五晚上会来帮助维奥拉组织婚礼,47.06,24.49,35.29,71.75
334,玛德琳与马丁和杰达有矛盾。亚历克斯和玛德琳明天去喝啤酒。玛德琳会向亚历克斯解释她和马丁和杰达之间的问题。,玛德琳和亚历克斯今天吵架了 他们明天要喝啤酒,37.14,23.53,37.14,75.85
335,妈妈想让贝蒂时不时给爷爷打个电话。,贝蒂很忙 妈妈想让贝蒂给爷爷打电话,75.0,60.0,75.0,85.34
336,威廉正在做意大利面条当晚餐。这是一道意大利菜，里面有意大利面、大蒜、葡萄酒和蛤蜊。,威廉姆会准备意大利面 ALLAVONGOLE晚餐。,32.65,21.28,32.65,76.57
337,玛丽亚建议在国际货币基金组织的演讲结束后见面，讨论下周一的报告。玛丽亚、亚历山大、玛莎和萨拉明天17点15分见面。劳伦斯会晚点到。,"玛利亚、玛莎、亚历山大和劳伦斯将于明晚17点15分会面,讨论IMF演讲后所有剩余问题,并进行计算。 Sarah将不在那里,因为她正在工作。",47.27,22.22,25.45,74.23
338,莫莉和安娜要去克拉科夫听缪斯音乐会。,Molly有去Cracow的Muse音乐会的免费票 Hannah和Anna不想去,27.78,11.76,22.22,60.12
339,塔比下周有两场考试。劳拉除了一门考试，其他都通过了。塔比可能会来参加周六黛西的聚会，但这取决于她的学习进度。,"塔比下周有两次考试,劳拉通过了所有考试,但只有一次。塔比将看到她接下来几天的学习进展,然后在星期六去黛西的派对。",58.0,34.69,40.0,80.29
340,贝基和特伦特在照顾乔尔的猫可可。可可喜欢他们两个，而且到目前为止，它表现得相当不错。,Becky有一只叫Coco的新小猫 她花了两天才赢得她的胜利,13.33,0.0,13.33,55.55
341,苏茜5分钟后会到凯拉的公寓。公寓房间号是187。,Sosie五分钟后会到Kyra的公寓,51.61,41.38,51.61,74.83
342,罗尼用了三个不同的垃圾桶。他不用吸管也不用塑料袋。克林特和罗尼赞同环境保护要靠政府。,"罗尼的城市使用三个不同的垃圾箱:堆肥、回收和垃圾。那里的人们生活在一个不同的世界里,当涉及到环境意识的时候。",34.09,18.6,31.82,71.0
343,亚当给蒂娜打了电话。但是她在工作，手机没电了。晚些时候或者明天上午9点后她会给亚当打电话。,蒂娜还在工作 她的手机快死了 亚当回家后会打电话给她,55.38,22.22,40.0,72.89
344,娜塔莉怀了戴夫的孩子。简认为萨莉不应该告诉别人，因为娜塔莉是私下告诉他们的。亨利埃特和格雷格很惊讶，孩子的父亲居然是戴夫而不是迈克。,"娜塔莉怀孕了,戴夫是父亲",27.78,17.14,27.78,69.37
345,尼克会为史蒂夫准备午餐——除了鸡肉什么都可以。,尼克会带史蒂夫来吃午饭,45.16,27.59,45.16,75.62
346,杰玛将邀请蒂米和他的约会对象，以及罗娜和米歇尔参加她的婚礼。,Gemma想邀请Timmy和他的约会对象 参加Lona和Michelle的婚礼,62.5,43.48,58.33,76.52
347,米莉病了，所以她今天不来了。,米莉生病了 今天不来,76.19,52.63,76.19,83.4
348,丽莎还没回家，黛西想要她晚上11点前回来。,Lisa晚上11点前会回来,51.85,40.0,51.85,73.28
349,公共汽车3分钟后出发，蒂娜会赶上的。,蒂娜快到了 巴士三分钟后出发,48.28,37.04,34.48,75.08
350,苏菲接受了诺亚送的木瓜。诺亚把木瓜放在阳台上的篮子里，双胞胎随时都可以来拿。双胞胎在上大学。诺亚的儿子在军队里。他仍然单身，但据说不是同性恋。,苏菲想从诺亚那里买一盒鸡尾酒 威廉马上去帮她收集剩下的 放在诺亚露台的篮子里,32.0,14.29,24.0,65.21
351,哈利去了宜家，他要给萨拉买一些家具、冷冻蛋糕和一袋肉丸。哈利会用萨拉的宜家会员卡。,"Harry要去Ikea。他将买一张白色桌布 120厘米x140厘米, 两个中型衣柜组织者(有灰色花的),",16.9,2.9,14.08,61.57
352,辛迪很伤心，但不愿意说出原因。艾莉还没看那个疯传的搞笑视频。,Cindy很伤心 Ellie给她发了一段有趣的视频,27.91,14.63,27.91,64.54
353,詹妮特对娜迪亚昨天能来她家表示感谢。娜迪亚很享受这次聚会，现在还沉浸在跳舞的情绪中。他们下次要去迪斯科舞厅。,Nadia和Jannet昨天玩得很开心 他们下次会去迪斯科,34.78,20.9,31.88,66.39
354,杰夫和马克对他的车感到很惊奇。他们赌100美元看谁能先开到这辆车。,杰夫和马克对他的新车很惊讶 杰夫打赌马克100美元,58.82,40.82,58.82,81.39
355,安、苏和朱莉做得很好，今晚他们会举行一个小小的庆祝活动。,安斯祝贺苏和朱莉成功 他们今晚要庆祝一下,54.55,28.57,40.91,73.99
356,凯西剪了头发。,凯西的姨妈今天要剪头发 凯西也要剪短一点,40.0,17.39,40.0,73.79
357,按照本森先生的要求，克劳迪娅、安迪和马克在下班后留了下来。本森先生目前在与佩尔的一个新客户讨论合同，他想远程组织他们的工作。,Benson先生在秘鲁讨论与新客户的合同 他想与Claudia和Andy讨论他的工作,45.24,21.95,35.71,68.57
358,简认为丹的妈妈需要多出去走走，所以丹建议星期五下班后邀请她一起喝茶、吃点鱼和薯条。,Jane认为她需要离开房子 Dan周五会邀请她去喝茶,37.93,17.86,34.48,70.77
359,妈妈在学校门口。卢多的教室是112，班级是3班。雨果和查尔斯与他一样。学校很大，有一个大花园。会议就要开始了。,卢多在112室 雨果和查尔斯在3班,43.33,24.14,30.0,67.74
360,钱德勒让菲比开门，付钱给站在门外的快递员。,Phoebe会打开门 付钱给送货员,40.0,28.57,40.0,71.92
361,麦克斯的姐姐在上海读书，而且她已经会说中文了。她不觉得整个经历很神奇，但她认为这是一个很好的投资。,Max的妹妹在上海学习,14.81,7.69,14.81,64.22
362,拉斯收到了大卫的报告，但还没看。,Russ还没有看过David昨天发的电子邮件报告。他将在中午前完成。 David会回复一些电子邮件。,24.49,8.51,12.24,62.94
363,本不会和凯瑟琳一起去看望史蒂夫叔叔。他会去看望凯瑟琳和孩子们。,凯瑟琳和本要去拜访他们的史提夫叔叔 班不想和他们一起去 因为他不喜欢这样的访问,51.52,21.88,30.3,75.17
364,卡亚在找克莱， 克莱在教室里。,Clay会在教室见Kaya,31.58,23.53,31.58,65.02
365,艾丽丝和西恩明天会在路上洗车。,Sean不能开车去洗车 因为他得先完成报告 明天再去,22.86,12.12,11.43,63.25
366,茱莉亚会做好晚餐等伯特。伯特大约8点回家。,伯特八点左右回家 茱莉亚会和他一起吃晚饭,52.63,27.78,26.32,77.13
367,史蒂夫很高兴他装了一台新的洗碗机。,史蒂夫的新洗碗机已经到来 12个地方设置一个,50.0,23.53,38.89,71.96
368,米歇尔还在调查，但哈维不能为了更新等一整天。大部分的东西米歇尔都看不到，因为这是黑客。电脑上还被制造了很多漏洞。,哈维在等待最新消息 米歇尔还在研究,26.87,15.38,20.9,63.37
369,乔依周四回来。,周四乔伊会回来,76.92,36.36,61.54,83.51
370,茱莉亚上周去了考文特花园附近的kohaku咖啡馆，但现在这家店关门了，这让她和亨利大吃一惊。她联系了店主，但还没收到回复。亨利和他的表妹最后去了莉莉家，但那里的气氛不一样。,科文特花园附近的果园咖啡馆关门了 朱丽娅和亨利很失望 他们去了莉莉家,41.51,30.77,41.51,72.23
371,奥利维亚要整理账号，上传几个视频到youtube上。杰克抱怨索尼音乐试图盗用自己的音乐。,Olivia会做她的账户 上传一些视频到YouTube上 她没有做很多后制作,30.0,17.24,26.67,65.57
372,艾米莉是琳达家的客人。她在清理橱柜时打碎了琳达的一个绿茶杯子。琳达不喜欢这些杯子，她把整套都送给了艾米莉。,Emily打破了Linda的绿茶杯 清理了餐厅的橱柜,36.36,12.5,21.21,65.4
373,卡米拉和汤姆这个周末要去都柏林。,汤姆和卡米拉周末要去都柏林两天,86.67,64.29,66.67,89.73
374,斯特拉不想去探望桑德拉，因为她不想被桑德拉的病传染。桑德拉的医生给她开了特效药，所以她很快就会好起来。斯特拉想等桑德拉康复后带她去电影院看动作片。,桑德拉正在从疾病中恢复 斯特拉想带她去看电影,33.71,18.39,29.21,70.44
375,哈利和鲁比正在讨论离婚申请。两人都同意，凡事都有两面性。,"Harley和Ruby正在讨论离婚申请案。他是一个连环作弊者,他的妻子带他去清洁工。他支付所有的钱,但仍设法给她妈妈买房子,并采取了奢侈的空荡荡。",23.81,17.07,23.81,63.13
376,肯因为工作以及和布拉德不合而感到压力巨大。妈妈家也发生了太多事。肯周六晚上要去看演出。周日要去动物园看孙子们。,"肯因为工作、和布拉德打架 和妈妈家发生太多事,所以压力很大",54.55,34.67,44.16,76.24
377,今天是德比日，泰特斯支持曼联，而朱利叶斯支持曼城。,泰特斯支持曼彻斯特联军,48.48,32.26,42.42,69.77
378,艾迪森已经很久没有和德克斯特说话了，他认为她不再爱自己了。,Dexter和Addison很久没说话了,38.89,23.53,33.33,67.12
379,杰森今天约了牙医，所以他没来。,杰森今天缺席 他有牙医预约,64.0,34.78,48.0,74.91
380,辛迪已经安排好今天下午2点在会议室开会。她还为下周的行程安排了航班和酒店。唐很感激。,Don今天下午2点在会议室与管理董事会开会。 餐饮会带来一些茶、咖啡和零食。 Andy还没有阅读议程。 Don下周要去旅行。 Cindy订了他的机票和酒店。,45.83,27.66,41.67,72.37
381,塞缪尔点了根烟。,Samuel在老挝的一家店里 他点了蘑菇披萨,17.39,9.52,17.39,62.32
382,迈克考虑去埃及度假。这对西莉亚来说太热了，所以她建议去克罗地亚。马克喜欢这个主意，因为他从未去过那里。,Celia和Mike要去克罗地亚度假,24.56,18.18,17.54,63.86
383,贾斯敏喜欢查理·普斯和他的新歌。宝拉觉得他很有魅力。她还喜欢艾德·希兰的《galway girl》这首歌。,茉莉花和宝拉爱查理普特的新歌 宝拉也爱高威女孩,30.51,21.05,27.12,67.97
384,贾兹周日2点半会来给莎伦染发。,Jaz会在星期天2点30分到Sharon家 整理她的病根,18.18,6.45,12.12,68.77
385,皮特大约20分钟后回家吃午饭。,Pete20分钟后回家吃午饭,78.26,76.19,78.26,80.31
386,劳拉想要卡斯这周末帮忙打理她的脏辫。卡斯今晚会告诉她自己是否有空。,卡斯会告诉劳拉 如果他能清理 她的恐惧这个周末。,50.0,28.0,23.08,74.44
387,到目前为止，吉尔做了20或30次，每天3-4次，35或40小时，所以和艾丽一样。,吉尔和艾莉每天不能超过3 -4,37.21,19.51,27.91,65.91
388,詹姆斯和米娅明天想去看艺术展。詹姆斯想让阿米莉亚和他们一起去，但米娅不确定阿米莉亚去不去。之后詹姆斯和米娅会去他家。,詹姆斯和米娅想和艾米莉亚一起去展览和电影院 艾米莉亚不太了解詹姆斯,53.49,30.95,46.51,76.78
389,彩英和亚瑟通知玛丽安娜，史蒂芬研讨会下一次要用的阅读资料周一在印刷店拿不到。丽塔决定明天去看看，如果情况有变，她会让所有人都知道的。,"Stephen研讨会的读数还没有到印刷厂,Rita会要求他们以后再印刷。",25.58,7.14,18.6,64.28
390,奥斯特花低价买了个车库。他打算把它租出去。他觉得这比把钱存在银行里要好。随着汽车越来越多，贝尔格莱德地车库价格也会上升。,"Ost在贝尔格莱德市中心买了个车库,想租出去还钱",39.47,27.03,23.68,70.0
391,哈尼亚已经走了三个小时了。她7点左右到那里。茱莉亚会给她叫外卖披萨。,Hania已经上路3小时了 她晚上7点左右会到达Poraj Julia会从平台上接她,44.07,24.56,44.07,73.36
392,凯莉挡住了加文，加文不在乎，因为他觉得凯莉太烦人了。,Kaylee正在封锁Gavin。,6.9,0.0,6.9,56.56
393,玛丽卡今天会来。,Lara今天要来,50.0,20.0,50.0,74.45
394,梅兹和她的闺蜜们今晚要去喝一杯。李不喜欢她的某些朋友，比如雪儿。李把饮料洒在她身上了。,Lee不想加入他们 因为他不喜欢Sheryl,15.09,7.84,15.09,59.12
395,艾琳刚烤了些扎卡里觉得很好吃的东西。扎卡里正忙着打扫卫生，他想让艾琳给他带点来。,艾琳刚刚烤了一个蛋糕 扎卡里晚点会给她带一块 他正忙着打扫公寓,51.52,31.25,39.39,73.9
396,约瑟本周有三次酒店工作的面试，两次他都很满意。,约瑟 在 两天 内 接受 三次 工作 面试 . 前 两天 还好 、 第三 天 似乎 不 喜欢 他,40.82,17.02,40.82,69.36
397,苏想周末和格雷厄姆在罗姆福德地区来几次约会。路易丝小姐还想再待两天半，然后集中精力赶路。格雷厄姆有2/3/9/10/16/17/23。路易丝小姐回来后，苏会告诉格雷厄姆。,Sue会派Graham去隆福德地区度周末 路易丝希望他这次能专注在高速公路上,26.26,12.37,16.16,62.08
398,布雷特的表弟一起玩游戏时认识了他的妻子。安德鲁最喜欢的游戏是《最终幻想》。布雷特和约翰没听说这个游戏。,布莱特的表弟在那认识他的妻子 他们一起玩了一段时间 聊天 某个时候他邀请她去约会,43.37,22.22,28.92,69.13
399,瑞尔感觉工作气氛让人难以忍受。很多人转行去了it行业。瑞尔只要有不错的分析技能，再上一个在线课程，就可以到it行业工作。,"Rael讨厌她的工作,想辞职 她会跟她的朋友谈IT",11.11,2.86,11.11,58.92
400,苏珊去参加一个溜冰迪斯科舞会，她很喜欢，但吉尔觉得并不刺激。,Susan有个很棒的约会 他们去了一个滚动的迪斯科舞厅,36.73,17.02,28.57,66.65
401,乔和他的伙伴们要一起观看《死侍2》，皮特也会加入他们。,Joe Pete邀请大家今晚看死池2号,16.67,5.88,16.67,57.55
402,尤迪亚并不了解tiktok，所以多明戈给她解释了那是什么。,埃乌迪亚不知道提克托克是什么 多米戈解释给她听,54.55,23.81,31.82,76.78
403,休向琼和茱莉亚分享了一张儿子的照片。,休有个儿子,27.27,10.0,27.27,61.81
404,娜塔莉、波琳、雅各布和安东尼正在考虑八月份一起去希腊度假。雅各布和娜塔莉要在8月10日前回来，因为要参加娜塔莉妹妹的婚礼。,"Nathalie, Jacob和Tony8月10日要去希腊度假,Nathalie的妹妹要结婚了",41.56,21.33,25.97,68.84
405,洛莉在科普利。她本该去保德信见玛丽亚，但她搞错了。现在堵车了，但洛莉相信自己几分钟后就会见到玛丽亚。,玛莉亚和萝莉本该在普鲁斯迪纳碰面 但科普利有交通堵塞 萝莉5分钟后到,41.56,13.33,28.57,70.81
406,兰迪一直谎称自己很有钱，假装在环游世界，尽管他住在郊区的一居室小公寓里。,玛尔塔认为杰伊是个病态骗子 她刚发现他住在城郊的一间工作室公寓,28.57,13.11,28.57,68.0
407,泰莉、查克和艾莉在谈论他们要参加的一个新年聚会。,查克和艾莉在除夕去伯尼的派对 泰利不确定去卢克的派对,34.04,22.22,29.79,69.57
408,凯伦通过了驾驶考试。,凯伦去世了,42.86,16.67,42.86,70.53
409,吉尔现在去过壳的咖啡豆太小了。她会试着从咖啡粉里去除银皮。,"邦妮建议他喝咖啡,加点油",10.53,5.56,10.53,63.13
410,瑞安圣诞节要去曼彻斯特探亲，克里斯和安待在家里。,克里斯第一次单独在家陪安,35.29,18.75,29.41,67.04
411,布鲁斯告诉奥利弗这次活动非常成功。截至目前，他们已经拥有了大约200名支持者，众筹了6123美元。,布鲁斯的人群筹资活动 已经达到5000美元,35.09,18.18,31.58,69.66
412,利亚姆八点会去接凯恩。,利亚姆会在八点接凯恩,90.0,55.56,80.0,88.12
413,凯特因为难民问题和克里斯吵了一架。他认为美国不该接收难民。但是凯特和玛丽不同意这个观点。他们正在重新考量彼此之间的友谊。,"凯特和克里斯吵了一架。她不知道他为什么不停地说某些话。她试图和他说话,但他不听她的。他观看了一个有关难民的节目,并大声疾呼。凯特不想再和他做朋友了。",40.65,18.18,32.52,71.82
414,席琳和马克去滑冰，这是马克第一次去。,Celine第一次和Mark一起溜冰,38.46,16.67,23.08,65.92
415,萨拉为回家过逾越节花了500英镑。她要和全家去沙漠。莉娅去年去了内盖夫。逾越节是他们俩最喜欢的节日。莉娅会和妈妈谈票的事。萨拉的航班是28号。,Sarah和Lia昨天买了500英镑的机票 Lia会看看她的家人能否帮她。去年他们去了Negev。今年他们要去沙漠。Sarah在28号飞机上飞。,41.82,16.67,25.45,69.61
416,杰克还没有收到吉恩星期五寄给他的包裹。吉恩把追踪快递的号码发给了他，这样他就能确认快递的状态了。,吉恩周五寄了包裹给杰克 杰克还没收到,45.16,23.33,22.58,71.5
417,米兰达不能去见斯蒂芬妮，因为她要工作。,Miranda每天工作20小时 她想取消明天和Stephanie的会面,16.67,5.88,11.11,56.96
418,布莱克会在fabro-ficulle的站台等克拉拉和珍妮。,Blake会在平台上等Clara和Jenny,37.04,8.0,37.04,61.87
419,是要披萨还是意大利面，雷蒙德拿不定主意。他邀请夏洛特15点过来吃晚餐。,雷蒙德和夏洛特会吃披萨和意大利面 夏洛特十分钟后会过来,52.63,32.73,38.6,71.66
420,在扎克的建议下，德韦恩准备看新一季的《泽西海滩》。新一季的前几集都很搞笑。而且第二季即将开播。,"Zack观看了新泽西海岸季节的几集。 这是由Snooki, J-WaW, Pauly D, Ron, The situation, Deena 和 Vinny制作的原版。 情况以前曾有过一些糟糕的法律问题, 但他现在是一个好人。 第二季即将到来, 所以Dwayne将在第一季结束后观看。",35.29,13.68,23.53,66.46
421,威尔不得不在邮局排很长的队。克里斯认为这是大城市生活的一部分。威尔认为这是因为老年人不上网的缘故。,"为了在21世纪发出一封信,Will站在比邮局本身长的一条线上。",22.54,8.7,19.72,58.63
422,艾拉和瑟琳娜上周末去了cork俱乐部，俱乐部没有人，他们不喜欢那里。,Ella和Serena上周末去了Cork的新俱乐部 里面是空的,46.81,31.11,46.81,65.11
423,莫莉和玛格丽特一月份要去瑞典。凯和彼得建议他们留在斯德哥尔摩，参观瓦萨博物馆。,"Molly和Peter对于1月份去瑞典一周犹豫不决,Kai建议他们参观瓦萨博物馆。",55.38,38.1,52.31,74.42
424,弗兰克周末要和艾薇儿一起去看赛马。,Avril和Frank要去采蘑菇 周末去看赛马比赛,50.0,26.67,37.5,70.83
425,亚当在抱怨去健身房的事。迈尔这周会带他和赞德去健身房。迈尔10点半会带赞德去找迈尔。,梅尔明天十点半 带亚当和桑德去多斯波特,32.14,11.11,21.43,69.4
426,伊森昨天在健身房。这周他每天都去锻炼。他和达斯汀晚上8点要去雷家。,"昨天的会议后伊森很痛,这周他每天都在训练,每周去健身两次,雷和达斯汀晚上8点在雷家碰头,晚上9点去接孩子",64.1,42.11,48.72,81.81
427,戴安娜和弗兰一周后要去参加一个hip-hop音乐会。,戴安娜要去参加嘻哈讲习班 弗朗妮会陪她,47.37,27.78,42.11,74.92
