,reference,prediction,rouge1,rouge2,rougeL,bs_f1_raw,bs_f1_rescaled
411,Bruce informs Oliver that the campaign is more than successful. They have so far won about 200 backers and crowdfunded 6123 dollars.,Bruce's crowdfunding campaign has reached 5000 dollars.,20.0,0.0,20.0,90.24,42.18
412,Liam will pick up Kane at 8. ,Liam will pick Kane up at 8.,100.0,50.0,85.71,98.73,92.5
413,Kate had a fight with Chris about refugees. He thinks the U.S. should not accept them. Kate and Mary do not share this opinion. They are having second thoughts about their friendship.,"Kate had a fight with Chris. She doesn't know why he keeps saying certain things. She tries to talk to him, but he doesn't listen to her. He watched a programme about the refugees and went on a rant about it. Kate doesn't want to be friends with him any more.",29.89,11.76,22.99,90.11,41.43
414,"Celine and Mark went skating, it's the first time for Mark.",Celine went on skates with Mark for the first time.,63.64,20.0,45.45,94.1,65.01
415,Sarah paid 500 quid to go back home for Passover. Sarah is going to the desert with the whole family. Lia went to Negev last year. Passover is both Lia and Sarah's favorite holiday. Lia will talk to her mum about the tickets. Sarah is flying on the 28th.,Sarah and Lia are going back home for Passover. Sarah bought her tickets yesterday for 500 quid. Lia will see if her family can help her out. Last year they went to Negev. This year they are going to the desert. Sarah is flying on the 28th.,62.63,37.11,40.4,93.79,63.22
416,"Jack has not received yet the package Gene had sent him on Friday. She sent him the tracking number, so he could check the status of the shipment. ",Gene sent a package to Jack on Friday. Jack hasn't received it yet. Gene will send him the tracking number.,48.98,17.02,32.65,93.45,61.16
417,Miranda can't make her meeting with Stephanie as she has to work. ,Miranda has to work 20 hours a day. She wants to cancel tomorrow's meeting with Stephanie.,53.33,28.57,26.67,93.07,58.96
418,Blake will be waiting for Clara and Jenny on the platform a fabro-ficule.,Blake will wait for Clara and Jenny on the platform at fabro-ficule.,81.48,64.0,81.48,95.99,76.25
419,Raymond can't decide whether he wants pizza or pasta. He invites Charlotte over for a dinner at 15.,Raymond and Charlotte will have pizza and pasta. Charlotte will come over in 10 minutes and bring wine.,27.03,0.0,27.03,89.53,37.99
420,"Dwayne will watch the new season of ""Jersey Shore"" on Zack's advice. The first episodes of the new season are hilarious. Season 2 is upcoming.","Zack watched a couple of episodes of the new Jersey Shore season. It's the original cast with Snooki, J-Wow, Pauly D, Ron, The Situation, Deena and Vinny. The Situation was having some bad legal problems before, but he's a nice guy now. Season 2 is almost there, so Dwayne will watch it after they finish the first season.",45.98,21.18,22.99,88.21,30.12
421,"Will had to stand long in a queue at the post. Chris believe it is part of life in a big city. Will believes it is because of old people, who do not use the internet.",Will is standing in a line longer than the post office itself in order to send a letter in the XXI century.,34.48,7.14,27.59,86.29,18.74
422,Ella and Serena went to Cork club last weekend. The club was empty and they did not like it.,Ella and Serena went to the new club in Cork last weekend. It was empty.,76.47,37.5,58.82,96.01,76.35
423,Molly and Margaret are going to Sweden in January. Kai and Peter advise them to stay in Stockholm and visit Vasa Museum.,Molly and Peter are hesitating about going to Sweden for a week in January. Kai advises them to visit the Vasa Museum.,68.18,38.1,63.64,95.57,73.76
424,Frank will join Avril at the races at the weekend.,Avril and Frank are going mushroom picking and to see horse racing at the weekend.,40.0,17.39,32.0,92.44,55.19
425,Adam is complaining about going to the gym. Mair will take Adam and Xander to the gym this week. Mel will bring Xander to Mair at half 10.,Mair will take Adam and Xander to Multisports tomorrow at half 10.,50.0,42.11,50.0,91.07,47.07
426,Ethan was at the gym yesterday. This week he has been training every day. Ethan and Dustin will come to Ray's place at 8pm.,Ethan is sore after yesterday's meeting. He has been training every day this week. He goes to the gym twice a week. Ray and Dustin will meet at 8 pm at Ray's place. Ethan will pick up the kids at 9 pm.,68.57,41.18,45.71,94.76,68.97
427,Diana and Fran are going to a hip-hop workshop in a week.,Diana is going to a hip-hop workshop. Frann will join her.,56.0,43.48,56.0,95.05,70.66
428,Pam has probably left her phone when she was shopping. Dot suggests there is a way to get it back.,"Pam lost her phone. She went shopping and when she was paying she must have left it on the counter. She talked to every single store, but nobody found it. She has only had the phone for half a year. There is an option where you can display something on the screen.",38.89,11.43,22.22,89.83,39.77
429,"A person was beaten and mugged on campus and had to be hospitalised. The attacker wore a mask. An official statement will be released, along with a newspaper article. Truman and Rodney think the campus security is subpar, even though there are cameras around.",A guy got beaten and mugged on campus. The assailant had a mask on. The victim is in the hospital. There will be an article in the paper.,47.22,17.14,36.11,92.54,55.82
430,Deborah and Nathan want to start packing today as they won't have time tomorrow. They need warm clothes for the girls so Deborah's parents could take them to the forest. Deborah and Nathan want to spend some time alone. They will have a quick bite before their leave. Nathan will be home around 6.,Nathan and Deborah are going on a trip tomorrow. They are going to take the bicycles. Nathan is seeing the dentist after work. Deborah will pick up the girls from school and they will meet at home. Nathan will be home around 6.,44.44,16.49,30.3,88.79,33.58
431,Alexander finds Mr Linda's voice monotonous. Igor fell asleep during the lecture. Casper reckons it's a waste of time. They are going to meet near the university and go somewhere else instead. ,"Casper, Alexander and Igor are not going for tomorrow's classes with Mr Linda. They are going to meet near the university instead.",56.14,29.09,42.11,90.57,44.14
432,Javier was initially eager to have a tatoo done at Warsaw Ink but the price turned out to be too high. Javier decided to have a tatoo done in Colombia.,Judie's girlfriend got a 1000 euro tattoo done at Warsaw Ink. Javier wants to get a tattoo too.,36.73,12.77,32.65,90.37,42.94
433,Sam appreciates the hotel owned by Jessica and Michael. Sam is going there on the 15th August at around 2pm.,Sam and Jessica are coming to the hotel on the 15th of August around 2 p.m.,60.0,26.32,50.0,93.51,61.54
434,"Marsha and John planned the trip. They will spend a week on the beach with Cynthia, Mohammad and Gavin. They will all stay in a hotel in Nosy Be.","Marsha, Cynthia, Mohammad and Gavin are going to Nosy Be, Madagascar for a week just on the beach.",51.06,31.11,29.79,92.65,56.45
435,Cyprien irritates Adelina by giving too many responses.,"Cyprien was born in Jarrow and lives in London now. He was educated in Loughborouogh, so in a sense he came from there. In another sense he comes from his mother's vagina.",4.88,0.0,4.88,84.44,7.79
436,Joanna got her dress stained. Ethel recommends her dry-cleaner at Jagielonska 3. ,Joanna needs to get the stains out of her ecru dress. Ethel recommends a cheap dry-cleaner at Jagiellonska 3.,54.55,19.35,54.55,94.3,66.22
437,"Anna proposes Charlie eating a pizza tonight. Charlie refuses, because he is upset about the things that happened.",Anna and Charlie will have a pizza tonight. Charlie is upset about what happened.,62.5,33.33,62.5,94.27,66.08
438,A lot of sick people go to Nadine's clinic because of the cold weather.,It's cold outside. Kris is sick. Jason has been running around the city all day in the cold. Nadine is getting sick patients at her clinic.,28.57,5.0,14.29,90.42,43.23
439,Leticia lost her wallet with cards and documents and needs to borrow 10 dollars. Miranda and Lora offer help. The girls hope somebody will find the wallet and give it back.,"Leticia lost her wallet. She will get it back as soon as possible, but she will have to get new documents.",34.62,16.0,26.92,89.74,39.22
440,Paula needs the paper from the office to submit an application.,Paula will get the paper from the office tomorrow. The deadline for the application is Friday at noon.,48.28,29.63,48.28,93.0,58.54
441,Ben and Steven will go to Marco's tonight to eat pizza.,Ben and Steven will have pizza at Marco's tonight.,72.73,50.0,63.64,97.59,85.74
442,Terence accused Daniel of taking his money. Terence finds the money later and apologizes to Daniel. Daniel is still upset.,Daniel took Terence's money. Terence found it.,28.57,7.69,21.43,91.82,51.52
443,Levy hasn't taken the trash out because parents didn't ask him. Lucy will do it.,Levy hasn't thrown the garbage out yet.,40.0,17.39,40.0,91.54,49.89
444,Willy and Vinny will car pool with Winny's red Mustang.,Vinny will lend Willy his Mustang. Willy and Vinny will car pool together a couple of days a week.,46.67,35.71,40.0,92.28,54.26
445,"Sage is having a beer. Lindsey has just finished her class but is not going to the next one. Just like last week, Lindsey has asked a classmate to fake her signature on the attendance list.",Lindsey has just finished her class and wants to go for another one. She asked another girl to put her name on the attendance list instead of her. Last week she did the same.,51.43,26.47,42.86,91.6,50.25
446,Jason wants to meet Dory over the weekend. Dory's friend is going to stay with her for a week. Jason has been working on a movie with Lucy for the past two months. Jason bought a video-creator app.,Dory's friend is coming over the day after tomorrow. She will stay for around a week. Jason and Lucy have been working on the movie for 2 months. Jason bought the app in which to video and to edit and Lucy has a script. They need to produce something now.,59.34,22.47,39.56,91.18,47.73
447,"Jared and Michelle used to go out together. Now he'd like to ask Kelly, Michelle's best friend, out. He gets her permission.",Michelle and Jared used to go out together. Jared wants to ask Kelly out.,63.16,33.33,52.63,94.65,68.29
448,Reeve has no plans for the winter break. Booker is going to ski in Italy. Dodson and Trish are thinking of going to the seaside somewhere near for 3/4 nights.,Dodson and Trish want to go to the seaside for winter break. Reeve and Booker prefer mountains.,50.0,21.74,29.17,91.17,47.67
449,Alex is coming for a drink tonight at 8 to Zayna's place.,Zayna and Alex will meet for a drink at 8 pm at her place.,59.26,24.0,51.85,94.34,66.46
450,Grace and Audrey didn't manage to talk at yesterday's party. Grace is about to graduate. She doesn't know if she will apply for a grad school or take a gap year.,Grace didn't get to talk to Audrey at the party last night. Grace is excited about graduating soon and she's thinking about applying for grad school. Grace has also thought about taking a year off.,56.34,11.59,45.07,93.86,63.63
451,Natalie wants Monica's cheesecake recipe.,Monica sends Natalie the recipe for her famous cheesecake.,53.33,0.0,26.67,93.85,63.54
452,Ethan will soon send Jason's phone number to Dixie.,Ethan will send Dixie Jason's phone number in a minute.,76.19,42.11,66.67,94.97,70.21
453,"Amanda will give another try to ""Parks and Rec"".","Amanda didn't like parks and rec. She doesn't like the actress who plays the main character, Amy Poehler.",27.59,14.81,27.59,88.43,31.43
454,Bob has bought a new game. Harry can't afford to do it at the moment.,"Bob bought a game and wants to play it with Harry, but Harry has no money to spend on it. Harry has a broken car and a shitty job.",35.56,4.65,31.11,91.33,48.61
455,"Randal is buying nail polish for Sidney in the store, and she's explaining to him which pink she wants. ",Randal bought everything except the nail polish. He doesn't know which one he should buy. The shop assistant is looking at him weird.,31.82,4.76,22.73,89.38,37.06
456,"Pat is interested in baseball and hockey, he doesn't know much about basketball anymore. He plans to play basketball with Mike one day.","Pat is not a soccer fan, but he likes baseball and hockey. He likes Bulls and Bulls used to be better. Pat likes basketball too, but not as much as he used to. Mike would like to play basketball with Pat one day.",47.76,24.62,41.79,91.84,51.66
457,Nate and Julie are overbooked. Nate is having problems with the registration system so he has to deal with it himself.,Nate's overbooked for the first day dinner. He has to create a new file and feed the data into the tables himself.,36.36,9.52,31.82,90.98,46.58
458,"Farrah shared his collection of fossils with the class, and Enrique was very impressed. Enrique would like Farrah to show the collection for the 4th grade students as well.",Farrah shared her fossil collection with Enrique's class. They loved it. Enrique wants Farrah to come back again and share her collection with their 4th grade students.,50.85,17.54,44.07,94.36,66.55
459,The temperatures where Thomas stays are -3 at night. There is frost in the morning. Zoey is in the tropics. Thomas had a walk around Belchen's summit on Sunday.,Zoey sends Thomas a photo to cheer him up on a cold day. Thomas is fine in the tropics. On Sunday he had a walk around the summit of Belchen.,53.33,20.69,33.33,91.45,49.35
460,"Trinny, Susannah and Linda will meet at 6 at the main entrance.","Trinny, Susannah and Linda will meet at 6 at the main entrance.",100.0,100.0,100.0,100.0,100.0
461,"Emma, Peter and Daniel are going to Amiens tomorrow. Emma and Daniel are tired of Paris. Emma and Daniel will meet at Emma's place tomorrow at 9 AM.",Emma and Peter are going to Amiens tomorrow. Daniel is fed up with Paris and wants to see some countrysides. They will meet at Emma's place at 9 am.,67.8,42.11,64.41,95.6,73.92
462,Breann and Dianne are going to buy a cheetah print pet hut with a 10% coupon code.,Pet shop sends Breann and Dianne a 10% discount code for new customers when they checkout. Breann wants to buy cheetah print.,56.41,27.03,35.9,91.64,50.47
463,"When Wanda and Hugh arrive, they will quickly make the pizza and get started. They need to make the base and prepare everything earlier. ",Hugh and Wanda are going to make a pizza.,36.36,6.45,24.24,92.12,53.33
464,James informs that the next ASEEES conference will be held in San Francisco. Chloe was hoping for Hawaii. James doesn't think there will be a conference in Hawaii soon due to the high cost of travel.,The next ASEEES conference will take place in San Francisco. The last conference in 1993 was criticised for the high costs of traveling to the place.,50.79,29.51,41.27,91.65,50.55
465,Jim tracks Finn's package number 45678 which will be delivered to him tomorrow. ,Finn's package has left the warehouse and will be delivered to him tomorrow.,64.29,53.85,64.29,92.55,55.87
466,"The content for November email blast is on the Dropbox, no need to send it.",Rhonda will send Precious the content for the November email blast.,61.54,33.33,46.15,90.06,41.08
467,Derek McCarthy will pick up an Android cable from Tommy's wife at 8:15.,Derek McCarthy needs an Android cable for an hour. Tommy is in Poland and will give Derek McCarthy one. Tommy's wife will give it to Derek McCarthy at 8:15 pm.,51.06,31.11,46.81,91.32,48.55
468,Judy is staying for the weekend. Derek asks Judy to feed his animals on Friday and Saturday. Judy agrees. Derek will give her his keys on Thursday and provide Judy with details.,Judy will feed Derek's animals on Friday and Saturday. She will also give him his keys on Thursday.,54.9,28.57,50.98,92.78,57.24
469,"Laura, Kelsey, Oona and Sid are going to see ""Aquaman"" on Thursday at 8:10 pm. Oona will get the tickets.","Laura, Kelsey and Sid are going to see Aquaman on Thursday at 8:10 pm. Oona will buy the tickets for them.",88.37,78.05,88.37,96.48,79.12
470,Rob wants to start doing 30 minutes of physical activity every day. Greg is already doing 60 minutes. Anna wants to start exercising just like Rob. ,"Rob wants to start a Get off the couch challenge. He will do 30 minutes of exercise every day. Greg, Will and Anna support him.",43.14,28.57,43.14,92.7,56.73
471,Cynthia and Bennett will go to a new bistro she discovered. ,Bennett and Cynthia are going to a new hipster bistro.,66.67,21.05,47.62,94.71,68.67
472,Lorenzo took keys from airbnb and went to the room. He's waiting for Will and Amanda.,Lorenzo has just arrived in Tuscany. Will is on the train in Arezzo. He will call the guy from airbnb and take the keys to the room. Will and Amanda will wait for him inside.,50.0,24.0,38.46,92.09,53.12
473,Walker and Booker plan to play games all night. Walker will bring his Xbox console at Booker's request.,Walker will bring his Xbox with him.,38.46,33.33,38.46,92.08,53.05
474,Laura's mom passed away this morning. Anne and Kristian are showing their support to Laura.,Laura's mom passed away this morning. Anne and Kristian want to spend more time with Laura now.,70.59,56.25,70.59,95.04,70.63
475,Several cafes were destroyed when the river flooded. The cost of repair is exorbitant.,"The cafes by the river got damaged by the flods. They want to rebuild them, but the cost is high.",35.29,12.5,35.29,92.84,57.55
476,Katy and Ana invite Carlton to join them for a movie by Lola Arias on the making of the play he had seen. He will come to their place earlier on Saturday.,Ana and Katy are going to see a film by Lola Arias on the making of the play Carlton saw last year. Ana invites Carlton to join them for an early dinner/drinks and then they'll grab an uber.,52.78,34.29,36.11,91.85,51.7
477,John sent Henry Bristol Stool Scale. John was expecting a pic of Henry's poop. Henry had a nice poop this morning but isn't willing to send a pic. ,John sends Henry a photo of Bristol Stool Scale to read in the morning. Henry had a nice poop this morning.,58.82,32.65,47.06,92.78,57.22
478,"Mary and Patricia are flying to Japan in a week. Patricia is scared of long flight, earth-quakes and tsunamis. James is comforting her. Mary tried to comfort Patricia too with no effect.","Patricia and Mary are flying to Japan in a week. They are afraid of the long flight, earth-quakes and tsunamis. James is convinced that nothing will happen.",62.3,44.07,55.74,94.42,66.93
479,Linda refuses to accept plants for her garden from Mika. She would not be able to plant them before leaving.,Linda will not be able to do any gardening before leaving.,45.16,27.59,45.16,92.89,57.88
480,"Drade told her brother in the group chatting room that what he had said was wrong. Marenda thinks that he got out of it because he became angry, as he is short-tempered. Drade refuses to apologise and invite him again, since she feels that she is not the one to be blamed but him.",Drade's brother got out of the group chatting room because he said something Drade didn't like. Drade will apologize and send the invitation to him.,41.46,15.0,31.71,89.35,36.91
481,Kate broke her arm and she's going to the hospital. She'd like to know whether her medical insurance covers hospital costs. Greg suggests her to call Linda or ask someone at the reception about it.,Kate broke her arm and they're sending her to the hospital. Greg doesn't know if their medical insurance covers hospital costs.,53.33,37.93,46.67,93.19,59.64
482,Charlie's sister has passed her last university exam. Charlie and Frank will go out to celebrate that tonight.,Charlie's sister has just passed her last exam on her Uni. Frank will go out with Charlie and his sister tonight.,73.17,46.15,63.41,94.98,70.23
483,Bella wants to talk with Clara and she will come to her place after 7:30.,Bella wants to have a drink with Clara. Clara won't be back before 7. She will fix a snack and bring wine. Bella will park somewhere along the road as her drive is taken by her camper.,37.04,15.38,29.63,89.6,38.36
484,Jose Ricky and Amanda are very enthusiastic about the new year as they will travel a lot during the summer of 2019.,"Jose and Amanda are exchanging Christmas greetings. They are looking forward to the summer and to 2019. They will go to Cuba, Mexico and Thailand.",38.3,17.78,34.04,90.71,44.96
485,Rob will be home tomorrow. Rob and Susan will have dinner together after Rob's work. Susan will cook something special.,Susan and Rob will have dinner together tomorrow after work. Susan will cook something special.,83.33,52.94,66.67,96.63,80.01
486,Denise and Dominique has a test tomorrow on units 2 and 3.,Denise sends Dominique the test for tomorrow: units 2 and 3.,69.57,28.57,69.57,93.7,62.67
487,"While redesigning the interior, Steph looks for copper-coloured hangers.","Sharon loves the lamps Steph bought at Ikea. She wants to buy hangers from copper, but Steph doesn't know where to get them.",23.53,0.0,17.65,88.44,31.51
488,"Anna can't talk to Peter right now, she will call him in 20 minutes. ",Anna will call Peter in 20 minutes.,63.64,30.0,54.55,93.6,62.06
489,Jesse broke his razor and wants to borrow Stig's.,Jesse broke Stig's razor and wants to borrow it.,90.0,66.67,70.0,96.94,81.89
490,Mary is giving Matt Patrick's new phone number.,Patrick has changed his phone number to +44 7700 900077.,31.58,11.76,31.58,87.61,26.61
491,"Uncle Sam was in hospital, but it was nothing serious. He and Lucy are like second parents to Chiara  and Yvonne. Chiara and Yvonne were in Chicago 2 weeks ago at their cousin's wedding. Yvonne is dating an Argentinian.","Uncle Sam came back from work. His father was in hospital, but it's nothing serious. Yvonne is dating an Argentinian.",49.18,33.9,45.9,90.63,44.46
492,"Thomas will buy butter. He is on his way home. Jack is making a mushroom soup, but will wait with cooking until Thomas comes.",Thomas will buy butter. Jack is making a mushroom soup.,58.82,50.0,58.82,93.7,62.66
493,Helen has left her laptop at home and needs it for the presentation today. Debbie will bring it to Helen's work. ,Debbie will bring Helen her laptop. Helen has a presentation today.,60.61,32.26,30.3,93.65,62.36
494,Jessica's plant is withering. She doesn't know what plant it is. Boston found it out using Google Images.,Jessica got a plant for her birthday but nobody knows the name. Boston looked it up on Google Images.,30.77,5.41,30.77,92.96,58.31
495,"John and Annie are moving to London because he lost his job in Germany and found a better offer working in IT here. Annie isn't happy with the move. Amber, who was supposed to stay in their London flat for 5 years, has to move. Erin offers her place but Amber plans on staying with John and Annie.",John and Annie are coming back to London. John lost his job in Germany. He got a better offer from a different IT company in London. Amber will have to look for a new flat.,48.94,21.74,38.3,91.18,47.77
496,"They are meeting at Fratellis, upstairs.","Vicky, Greg, Ludovica, Audrey, Michelle, Marty and kids will meet at Fratelli's at 7.30 pm. It's raining.",7.69,0.0,7.69,88.23,30.24
497,Kaylin has set her alarm for tomorrow.,Kaylin sends Amir a gif of Cynthia and Joel. Kaylin has set three alarms for tomorrow.,43.48,28.57,43.48,92.32,54.48
498,"Keira wonders why wildangel plays in the wrong order. Lois is considering deleting her account as she could not log on. Lois saw Keira's sister in town, who was supposed to be grounded. Keira might tell on her. ",Lois couldn't get onto her aacount. She's thinking of deleting wildangel3 and wildangel4. She created it when she was 10. Her sister is grounded for the month.,34.29,0.0,17.14,86.98,22.87
499,Charles has just landed and he will be at RER about 5.30 PM. Natacha will pick him up from there.,Natacha will pick Charles up at Vesinet at 5:30 pm.,56.25,26.67,31.25,91.2,47.85
500,Simon was on the phone before so he didn't hear Helen calling. Simon will fetch Helen some tissues as they're out of toilet paper.,Helen was calling Simon on the phone and he didn't hear her. He will fetch her some tissues.,66.67,37.21,53.33,92.34,54.63
501,There is a blizzard going on outside. Ricky went hiking a couple years ago with friends. They rented a cabin in the wild.,There is a blizzard outside. It reminds Ricky of a time when he was hiking in the mountains with his friends. They rented a cabin in the wild.,66.67,40.82,62.75,94.4,66.81
502,Johny wants to go for a gig with Lucy. She prefers to go with Maggie and her best friends. They will meet at 6 PM at her house to prepare for the evening. The gig starts at 8 PM.,Lucy is going to the gig with her best friends at 6 pm. Maggie will come to her house at 6.30. The gig starts at 8.,66.67,31.25,48.48,92.97,58.34
503,"It's payday tomorrow. When Jack gets home, he and Rose will talk about Christmas gifts for everybody. ",Payday is tomorrow. Rose and Jake will buy Christmas gifts for everybody.,60.0,21.43,53.33,93.61,62.13
504,Martha saw a documentary about minimalism.,Martha saw a documentary about minimalism gurus and she's mixed about it. She thinks it's a good idea to buy things that will serve you longer but it's difficult to be mindful about everything you buy.,26.67,23.26,26.67,91.18,47.72
505,Albert has passed his driving test on the 4th attempt.,Albert passed his driving exam for the fourth time.,50.0,22.22,50.0,95.57,73.73
506,Jaya hasn't seen Ravi's mum for 4 months in the club. Ravi's mum has been suffering from knee pain for 5 years. Ravi's mum stays at home following doctor's advice. Ravi will pass Jaya's wishes to his mother.,Jaya hasn't seen Ravi's mother in the club for almost 4 months. His mother has been suffering from knee pain for almost 5 years now and the doctor has asked her to restrict movement.,62.5,41.03,50.0,93.66,62.43
507,"Lynn and Diana are disgusted by sugar babies, Wilbur tries justifying this lifestyle, but Justin doesn't believe it.","Lynn doesn't want to have sex with an old man. Steviee, Wilbur and Kellene are laughing at her.",31.58,5.56,15.79,88.67,32.89
508,Alice has a terrible flu. She's forgotten to vaccinate herself.,Alice has a terrible flu. She hasn't taken any vaccine.,54.55,50.0,54.55,95.21,71.64
509,Sandra bought a present for Milla right before Marco's party and left it in his place. She asks Marco to bring it over. ,Someone left Millas present at Marco's place yesterday. Sandra bought it before Marco's party. Marco will bring it over.,62.22,27.91,44.44,92.79,57.28
510,Mum will prepare something to snack on for Steve.,Mum will wrap something up for Steve.,62.5,28.57,62.5,93.29,60.22
511,Zariah has been suffering from back pain recently.,Zariah has a lot of back pain recently.,62.5,42.86,62.5,97.01,82.31
512,James misses Hannah. They agree for James to pick Hannah up on Saturday at 8.,Hannah is about to sleep. James will pick her up on Saturday at 8.,62.07,29.63,55.17,93.45,61.21
513,Rachel and Caron are getting drinks in Red Lion at 8 tonight.,Rachel and Caron are going for a drink at Red Lion at 8.,64.0,52.17,64.0,97.15,83.11
514,Victor cannot help Sara with the event they're organizing as he's busy this Saturday.,Victor can't help with the event Sara is organizing this Saturday.,64.29,23.08,57.14,95.05,70.67
515,"Mike and Dave notice Wendy got prettier. Dave wants to hit on her, but she's with Jerry. He'll try anyway.",Wendy has grown prettier since she came from Houston. Dave will try to hit on her soon. Jerry is her lover.,46.51,14.63,37.21,91.58,50.13
516,Patricia cannot talk now. George will call her in about an hour.,George will call Patricia in an hour.,73.68,35.29,63.16,94.94,69.99
517,Mario is waiting on the airport in Luxemburg now.,Mario has landed in every airport in Europe today. He's waiting in Luxembourg now.,41.67,9.09,33.33,93.99,64.36
518,Lena and Brian don't like their new professor. They will see each other at philosophy class tomorrow.,Lena and Brian don't like the new professor who gave them a homework on pages 12-16.,44.44,35.29,44.44,91.37,48.84
519,Elvina needs information about the dress code at the local theatre. Booth has been there before and recommends wearing something casual. Averil is surprised there even is a theatre.,Booth went to the local theatre the other day. Elvinina got invited and doesn't know what to wear.,25.0,8.7,16.67,88.08,29.35
520,Callum is still busy.,Callum is a little busy.,66.67,28.57,66.67,95.83,75.3
521,Emily is waiting for Jacob while the buses have almost left.,Jacob is on his way to the parking lot. The buses are about to leave.,30.77,8.33,23.08,92.38,54.87
522,"Chuck told Ella that he'd met up with Molly. He made up the story, as actually Molly refused to go out with him. ",Molly met up with Chuck on Friday. Chuck made up a story about it.,42.11,16.67,31.58,90.49,43.67
523,Sally and Rita like Borns' new album very much. Rita is also excited about Florence's new single which comes out tomorrow. Sally didn't know about it.,"Borns' new album, God Save Our Young Blood, is Rita's favourite. Florence's new single is out tomorrow.",46.81,26.67,42.55,90.14,41.57
524,Gloria is frustrated with her financial situation. She will try to plan her meals better.,Gloria is too poor for her lifestyle. Her therapy is expensive. She made sushi and tiger prawn korma. Amanita suggests she should plan her meals better.,39.02,20.51,39.02,91.26,48.21
525,Haley sends Jenny and Tess a photo of when Bella the cat was 2 weeks old.,Haley found an old photo of Bella when she was a kitten. Bella is now middle-aged.,48.48,6.45,30.3,91.42,49.16
526,"Jeff, Peter and Miranda wonder what American and global economy will be like.",This Christmas at Wall Street was the worst since the end of the 19th century. People in Peter's bank are calm. Jeff has listened to some radio podcasts about the American economy. He's not an economist. He thinks the global economy will get weaker in the early 2020s.,18.46,6.35,15.38,86.83,21.97
527,Alexa asked Ethan to insult Hunter out of jealousy.,Alexa asked Ethan to insult her because she was jealous. Alexa and Hunter will talk about it tomorrow.,44.44,32.0,44.44,93.94,64.12
528,Ann is still at school. She will be home at 7 so she can meet Meg then.,Ann has extra math classes. She will be home at 7.,50.0,38.46,50.0,93.08,59.02
529,Lorenna is not coming to the party because her daughter is ill. She is going to see a doctor with her. Ann and Shirley send kisses to the kid.,Lorenna can't come to the party tomorrow as she needs to take Emma to the doctor. Emma has a fever and she's sleeping now.,40.0,11.32,29.09,91.43,49.24
530,"Iga and her boyfriend are not sitting together since Monday, because they had to cancel their weekend getaway. It made Iga very angry. Iga's boyfriend failed to convince a group to change the date of the presentation.","Iga had planned a weekend getaway with her boyfriend, but they had to cancel because he couldn't talk his group into changing the date of the presentation. They haven't been sitting together since Monday.",56.76,33.33,35.14,93.48,61.37
531,"Samuel's language is Telugu, which is spoken in south east India. It has nearly 90 million speakers; it's written left to right; it's based on Brahmin script. Teluguland has 23 provinces. It's quite poor. ""Anna"" means ""elder brother"" and Thammu or Thammadu - ""younger brother"". Tim's 55, Samuel's 35.","Samuel is 35 years old. He speaks Telugu, a language spoken in South east India. Telugu is written left to right. It is based on Brahmin script, which comes from the Phoenicians. Teluguland is 23 provinces and has nearly 90 million speakers.",62.5,34.04,43.75,90.67,44.72
532,Pete will get a pear yogurt for Jen if they have it.,"Pete wants to buy pear yogurt. Jen wants it only if they have it. If they don't have it, she doesn't like any other flavour.",41.03,21.62,41.03,91.54,49.87
533,"Eve, Charlie and Nicole are meeting at the entrance.","Eve, Charlie and Nicole are meeting at the entrance.",100.0,100.0,100.0,100.0,100.0
534,Jenkin has been reading about spirit animals and he was drawn to a dolphin. Sophie would choose a fox. Jenkin will bring pack of cards with spirit animals to Sophie tomorrow.,Jenkin will bring Sophie her spirit animal cards tomorrow.,35.0,10.53,25.0,91.14,47.5
535,Daisy is sending Scarlett her RGS application.,Daisy has sent Scarlett her RGS application.,71.43,50.0,71.43,99.16,95.03
536,Christie and Katie are tired after the party. They both had fun.,Katie and Christie are tired after the party.,80.0,44.44,60.0,95.63,74.08
537,Carla has a day off tomorrow. She will meet Sam in Meanwood in a cafe at 2 pm.,Sam and Carla will meet at Meanwood cafe at 2 pm tomorrow.,66.67,28.57,53.33,94.35,66.53
538,Daniel will find out who rents a pop corn machines on Lily's request.,Lily needs to rent a pop corn machine for the office Christmas party. Daniel will check if he knows someone who rents them.,43.24,22.86,21.62,89.52,37.89
539,Louis doesn't know what he should give Lilly and Stephen as their wedding gift. Sara advises him to check if they have a gift list.,Louis is looking for something to buy Lilly and Stephen for the wedding.,30.77,10.81,25.64,92.44,55.18
540,"Chris started jogging again. He performed better than expected. Matt can't jog now because of his heart medication effects but he recalls that when playing football in the past, he also performed very well after a break.",Chris tried jogging today. He did quite well. Matt is taking medication that slows his heart rate. Matt used to play football and his first performance after a long break was spectacular.,37.14,5.88,28.57,91.45,49.32
541,Dan has watched Punisher season 2 and Eric finds the first one better than the second one. They both think it's a shame they discontinued Daredevil.,Eric and Dan watched Punisher season 2. They think it was better than the first season. They both think Netflix discontinued Daredevil.,73.47,42.55,53.06,94.85,69.48
542,Geri and Hilary will go to check out some sexy heels for Geri tomorrow after work. They will also have some frozen yoghurt. ,Geri and Hilary will go shopping for shoes tomorrow after work. They will also get some frozen yogurt.,68.29,51.28,68.29,94.91,69.83
